followers,max_stars,max_forks,account_age,agent_activity_span_days,agent_diversity,agentic_repo_breadth,collab_breadth,5yr_public_commits,5yr_private_work,5yr_reviews_given,5yr_prs_opened,login
0.39068993836695654,-0.29229420991452837,-0.20413585279355234,-0.3013087401022824,-0.6371147116350464,-0.11654799087060798,-0.41578952625473414,1.9728699505249088,1.0548013715207474,0.21193667060481378,2.57030752717704,2.9441719906060504,weiliu1031
0.9430672619723419,-0.29229420991452837,-0.20413585279355234,1.0146908571760427,-0.6371147116350464,-0.11654799087060798,-0.41578952625473414,4.351033047078723,0.15597499529565634,1.9469425007964856,2.086551045002017,1.1640759854909024,costajohnt
-0.2512448669384663,-0.29229420991452837,-0.20413585279355234,0.20447440096932948,-0.6371147116350464,-0.11654799087060798,-0.41578952625473414,0.19105261423850756,-0.39718878493659715,2.3392092140409027,-0.4146521618926917,0.26312565874712457,jchenseated
0.032815809632149064,-0.29229420991452837,-0.20413585279355234,1.135010597412363,0.43842592385188384,-0.11654799087060798,1.0487254249077989,0.19105261423850756,-0.8729589542269384,-0.6413519689293005,0.7071065826259741,0.4398839653396401,Apurva007
2.814322244078782,-0.29229420991452837,-0.20413585279355234,1.6241836879463745,2.280969409661267,-0.11654799087060798,1.0487254249077989,5.172175406884734,1.9998265052394715,2.6907762539056423,1.0351999828257057,1.772599124536114,nazt
1.7928864569649894,0.6089866181743224,-0.20413585279355234,1.7054572256316822,0.43842592385188384,-0.11654799087060798,-0.41578952625473414,-0.6300897455675029,0.08229206099812884,2.55195022128271,-0.4146521618926917,1.0269715913199697,patrickespake
1.4896306117113505,-0.29229420991452837,-0.20413585279355234,1.3501189668676938,0.21523107598924693,-0.11654799087060798,-0.41578952625473414,2.794012310330919,1.26693071388557,-0.27587364771175243,4.781582588055027,2.0547612602751957,SeanMooney
-0.7368498009648669,-0.29229420991452837,-0.20413585279355234,0.20447440096932948,-0.09934439389158127,-0.11654799087060798,-0.41578952625473414,0.6713901024787029,-0.4567191823702958,-0.6413519689293005,0.14622721036664124,1.114895953718761,devops-mindhive
2.00383461172518,-0.29229420991452837,-0.20413585279355234,-0.3013087401022824,0.9761962415953489,-0.11654799087060798,-0.41578952625473414,-0.6300897455675029,1.6675156518158245,2.3861073323713047,2.2816940490187916,2.180673680328343,ippei-shimizu
0.39068993836695654,-0.29229420991452837,-0.20413585279355234,1.4471329026053545,-0.6371147116350464,-0.11654799087060798,-0.41578952625473414,-0.6300897455675029,0.41168761397428105,1.7832480066793195,1.159935304500126,1.4036767070336464,cjlucas
2.0177079329928835,-0.29229420991452837,-0.20413585279355234,1.4471329026053545,-0.6371147116350464,-0.11654799087060798,-0.41578952625473414,2.6544796936565382,1.78545780811142,2.8781297238954062,1.0351999828257057,2.027549917946687,paxcalpt
-0.7368498009648669,-0.29229420991452837,-0.20413585279355234,0.5822488117467309,-0.6371147116350464,-0.11654799087060798,-0.41578952625473414,-0.6300897455675029,0.5373857930374276,-0.6413519689293005,-0.4146521618926917,0.4398839653396401,yar0316
