login,followers,max_stars,max_forks,account_age,agent_activity_span_days,agent_diversity,agentic_repo_breadth,collab_breadth,5yr_public_commits,5yr_private_work,5yr_reviews_given,5yr_prs_opened
iposta,0.0,0.0,0.0,9.0,0,1,1,0,0,0,0,1
blacky40002,1.0,0.0,0.0,3.0,36,2,2,0,51,0,0,7
PuChenTW,4.0,3.0,0.0,11.0,0,1,1,0,323,0,0,8
aozcifci,0.0,0.0,0.0,13.0,0,1,1,0,8,0,0,6
nuddler,1.0,0.0,0.0,13.0,0,1,1,3,6,0,0,2
ThaoK31,0.0,0.0,0.0,4.0,0,1,1,1,151,1085,0,73
Almag3000,0.0,0.0,0.0,1.0,1,1,2,0,121,0,0,45
MVRU,8.0,4.0,0.0,5.0,0,1,1,2,462,234,2,25
GhanemGanadi,0.0,0.0,0.0,7.0,0,1,1,0,41,0,0,1
AngelF4,1.0,0.0,0.0,3.0,1,1,2,1,96,0,0,24
acasquete,22.0,0.0,0.0,15.0,0,1,1,0,1750,0,0,17
PASSEIOVIRTUAL360,0.0,0.0,0.0,4.0,1,1,1,0,356,0,0,2
hayageek,54.0,26.0,4.0,14.0,0,1,1,16,47,30,3,31
underat,0.0,0.0,0.0,11.0,0,1,1,0,9,0,0,3
Yeusepe,4.0,5.0,1.0,2.0,0,1,2,2,262,161,1,7
kolyatri,0.0,0.0,0.0,13.0,1,1,1,0,79,0,0,6
dubyak,0.0,0.0,0.0,1.0,0,1,1,0,190,0,0,0
nicholasbutlin,2.0,0.0,0.0,14.0,0,1,1,0,1,0,0,3
shaman-code,0.0,0.0,0.0,13.0,0,1,1,0,14,0,0,7
arabiimad,1.0,0.0,0.0,6.0,4,1,2,1,108,0,0,35
vithu95,0.0,0.0,0.0,9.0,40,1,2,0,44,87,0,4
03stories,3.0,0.0,0.0,12.0,0,1,1,0,6,2703,0,1
REVANTH-2-0-0-4,1.0,0.0,1.0,3.0,38,1,2,2,198,45,0,7
Ikaterin-ctrl,0.0,2.0,3.0,2.0,7,1,2,0,313,0,0,7
kunal21,1.0,0.0,0.0,10.0,0,1,1,0,29,37,0,2
talhaayyubi,0.0,0.0,0.0,6.0,0,1,1,0,72,0,0,29
PCastro2001,0.0,1.0,0.0,5.0,2,1,1,0,54,0,0,11
Oumohgh,13.0,0.0,0.0,1.0,0,1,1,4,223,0,0,25
k-abai,0.0,0.0,0.0,1.0,10,1,1,0,97,10,0,5
FujimoriGit,9.0,0.0,0.0,9.0,0,1,1,1,312,0,69,48
headclef,4.0,0.0,0.0,8.0,0,1,1,1,62,19,0,0
sbabadag,3.0,0.0,0.0,11.0,30,1,2,0,249,0,0,5
aporb,2.0,0.0,0.0,2.0,0,1,1,1,412,1922,0,3
sandeshapparala,3.0,0.0,0.0,3.0,0,1,1,3,337,363,2,37
Vandrn,0.0,0.0,0.0,1.0,7,1,1,0,24,171,0,0
britapoore,0.0,0.0,0.0,9.0,0,1,1,0,2,0,0,16
ntnlabs,0.0,0.0,0.0,9.0,0,1,1,1,36,0,0,7
V3XATI0N,2.0,1.0,0.0,13.0,1,1,1,0,18,0,1,18
LeoAndo,48.0,0.0,0.0,11.0,0,1,1,2,2806,0,370,1125
el-bedwehy,0.0,0.0,0.0,1.0,0,1,1,0,6,0,0,2
rvckvs,5.0,0.0,0.0,15.0,0,1,1,0,5,260,0,3
james-hanna,2.0,0.0,0.0,6.0,0,1,1,0,176,0,0,17
johnmagusrecords,0.0,0.0,1.0,2.0,0,1,1,0,0,0,0,0
Ilyamim,0.0,0.0,0.0,1.0,0,1,1,0,2,0,0,2
fate351228,0.0,0.0,0.0,1.0,0,1,1,0,19,0,0,10
safal207,1.0,1.0,0.0,7.0,3,1,1,2,2126,0,3,854
scarolan,304.0,2.0,0.0,16.0,0,1,1,13,682,919,29,108
faelmori,31.0,0.0,0.0,5.0,0,1,1,27,2368,4943,24,275
lrn2codenow,0.0,0.0,0.0,3.0,0,1,1,0,27,0,0,2
lawdataANDotorita,0.0,0.0,0.0,7.0,5,1,3,0,190,0,0,43
Jasper123pyah,4.0,0.0,0.0,6.0,6,1,1,2,619,1542,32,64
peter-olom,1.0,0.0,0.0,11.0,0,1,1,4,134,3781,1,6
tkchafin,23.0,0.0,0.0,11.0,0,1,1,9,1530,133,31,201
mascot27,23.0,0.0,0.0,10.0,0,1,1,0,273,0,12,21
jonaolden,10.0,8.0,1.0,10.0,71,1,2,1,203,445,0,36
ferd-i,0.0,0.0,0.0,14.0,0,1,1,0,0,0,0,0
anjandevara,1.0,0.0,0.0,12.0,0,1,1,0,14,0,1,2
izack21,3.0,0.0,0.0,10.0,0,1,1,0,48,0,0,2
HeroLee9,0.0,0.0,0.0,2.0,2,1,1,0,23,0,0,8
kenpeeraphon,0.0,0.0,0.0,3.0,0,1,1,0,5,0,0,3
Catofoz,0.0,0.0,0.0,1.0,0,1,1,0,1,0,0,1
Ebautista27,2.0,0.0,0.0,3.0,4,1,3,3,162,0,10,28
jeremiaspala,1.0,0.0,0.0,12.0,0,1,1,0,0,0,0,0
amirhossein1376,18.0,0.0,0.0,13.0,0,1,1,0,36,0,0,3
mhasanince,26.0,0.0,0.0,7.0,0,1,1,2,111,1739,7,37
L0ks,0.0,0.0,0.0,8.0,0,1,1,0,6,0,0,2
brantechs,0.0,0.0,0.0,9.0,2,1,2,0,22,0,0,7
Naoya-kawakami0329,0.0,0.0,0.0,2.0,0,1,1,0,8,323,0,12
hjk0314,0.0,1.0,0.0,5.0,0,1,1,0,787,0,0,2
Scottshrimp,0.0,0.0,0.0,1.0,0,1,1,0,68,0,0,1
qaim-b,0.0,0.0,0.0,5.0,3,1,2,0,117,0,0,14
Kode-design,0.0,1.0,0.0,1.0,27,1,3,0,69,0,0,18
mashby1b,0.0,0.0,0.0,8.0,0,1,1,0,10,0,0,4
C29H25N3O5,17.0,0.0,0.0,5.0,0,1,1,0,229,0,2,89
Joletaxi19,2.0,1.0,0.0,3.0,8,1,1,0,189,0,0,14
sudo-mk7,0.0,0.0,0.0,1.0,0,1,1,0,5,0,0,2
novostroinyi-dima,1.0,0.0,0.0,2.0,0,1,1,0,151,0,0,3
Yijungu,0.0,0.0,0.0,5.0,30,1,2,3,979,0,1,414
sebastian-laines,0.0,0.0,0.0,3.0,0,1,1,3,235,0,0,7
FelipeCherry3,3.0,0.0,0.0,4.0,0,1,1,0,223,110,0,5
nection,0.0,0.0,0.0,8.0,13,1,1,0,28,0,0,2
rftsngl,1.0,0.0,1.0,3.0,31,2,2,1,189,18,0,8
xuty-007,3.0,0.0,0.0,9.0,0,1,1,0,4,0,0,9
usharifzoda,0.0,0.0,0.0,10.0,9,1,1,0,9,0,0,4
ChaLyn03,0.0,0.0,0.0,4.0,0,1,1,0,118,0,0,8
ImSingingInTheRain,0.0,0.0,0.0,2.0,0,1,2,0,1687,0,0,704
wonjun-lab,2.0,0.0,0.0,4.0,0,1,2,9,335,386,0,8
Tavernari,68.0,0.0,0.0,15.0,0,1,2,15,499,2032,11,33
farmerboyphilip,0.0,0.0,0.0,3.0,0,1,1,0,3,0,0,1
Neman-Mirzazade-1996,1.0,0.0,0.0,5.0,0,1,1,0,41,0,0,2
barrettathome,4.0,0.0,0.0,10.0,1,1,1,2,277,9478,3,29
BitCodeHub,0.0,0.0,0.0,2.0,1,1,1,0,1212,0,0,13
chiappe666,0.0,0.0,0.0,7.0,0,1,1,1,63,0,0,0
gurumnyang,4.0,1.0,0.0,6.0,6,1,3,1,465,528,0,13
w-m,52.0,29.0,0.0,14.0,11,1,2,0,723,1142,4,46
kryptonion,0.0,0.0,0.0,3.0,11,1,1,0,36,0,0,8
slimzc,2.0,0.0,0.0,11.0,0,1,1,0,12,0,0,10
Sabru-soru,0.0,0.0,0.0,6.0,0,1,1,0,41,21,1,4
ErikSteiner,0.0,0.0,0.0,14.0,0,1,1,4,2,0,0,5
IdanAizikNissim,13.0,6.0,2.0,13.0,1,1,1,0,121,0,0,21
NinadDhuri,2.0,0.0,0.0,5.0,0,1,2,0,45,2,0,14
Julie-Steele,21.0,0.0,0.0,6.0,0,1,1,1,123,306,0,12
germaniuz,0.0,0.0,0.0,12.0,0,1,1,0,1,0,0,3
xGuthub,0.0,0.0,0.0,3.0,0,1,1,0,0,0,0,0
zellard1,0.0,0.0,0.0,2.0,0,1,1,0,2,0,0,1
Redmern,3.0,3.0,1.0,12.0,0,1,1,0,83,775,0,19
rowantrollope,15.0,0.0,0.0,11.0,20,1,2,3,515,1606,1,7
claudioccm,17.0,0.0,0.0,14.0,10,1,2,15,1361,0,0,13
brettwill,0.0,0.0,0.0,14.0,7,1,1,0,55,0,0,12
OOAAHH,8.0,0.0,0.0,10.0,0,1,2,9,900,177,0,68
Pimgdsapprentice,1.0,0.0,0.0,6.0,0,1,1,0,1,0,0,1
leogaletti,4.0,0.0,0.0,11.0,0,1,1,1,25,0,0,1
kandarpbaghar,0.0,0.0,0.0,1.0,7,1,1,2,17,0,0,2
streamlinesystems,0.0,0.0,0.0,1.0,0,1,1,0,50,0,0,2
fralapo,2.0,4.0,0.0,7.0,0,1,1,4,148,0,0,37
ben-dydx-ops,1.0,0.0,0.0,2.0,0,1,2,9,751,0,14,62
CBergane,2.0,0.0,1.0,4.0,0,1,1,0,1115,100,16,28
JVVJV,0.0,0.0,0.0,9.0,2,1,2,0,2,0,1,4
ShallIfy,1.0,0.0,0.0,2.0,0,1,1,0,47,63,0,3
nesoms,0.0,0.0,0.0,6.0,0,1,1,0,47,0,0,2
Reonarudo,9.0,41.0,4.0,16.0,0,1,1,1,36,47,0,15
dahmounmiriam,0.0,0.0,0.0,8.0,0,1,1,1,11,0,0,5
harikayedidi,3.0,0.0,0.0,12.0,1,1,2,0,26,712,0,5
ajanraj,5.0,13.0,2.0,7.0,31,1,1,6,768,308,2,27
wagbr,1.0,0.0,0.0,11.0,0,1,1,0,42,0,0,2
ZeroVital,0.0,0.0,0.0,11.0,1,1,1,0,0,0,0,0
VictorVigara,2.0,1.0,0.0,6.0,0,1,1,0,199,141,0,4
abhayprasanna,32.0,104.0,34.0,6.0,0,1,1,0,322,0,0,5
arinm,0.0,0.0,0.0,9.0,0,1,1,0,31,0,0,2
jessedmedcalf,0.0,0.0,0.0,5.0,0,1,1,0,0,0,0,0
Hewitt6,0.0,0.0,0.0,5.0,0,1,1,0,27,0,0,10
KlimTimiryazev,0.0,0.0,0.0,1.0,13,1,2,0,10,0,0,2
abhiz123,11.0,0.0,0.0,6.0,0,1,1,0,50,157,1,4
spottier88,0.0,0.0,0.0,5.0,27,1,1,1,248,0,0,8
mrpenguinchik,1.0,0.0,0.0,9.0,0,1,1,0,26,0,0,3
akileshjayakumar,8.0,1.0,0.0,4.0,2,1,7,3,1116,0,0,57
iMithrellas,0.0,0.0,0.0,6.0,4,1,1,10,45,1,0,7
GoldenLucker,0.0,0.0,0.0,2.0,0,1,1,0,0,0,0,0
linuxsw,0.0,0.0,0.0,12.0,0,1,1,0,0,0,0,0
ZakriaKhan55,0.0,0.0,0.0,2.0,1,1,3,11,137,0,0,2
jeontk,0.0,0.0,0.0,1.0,4,1,1,0,8,0,0,2
manhnd52,1.0,0.0,0.0,2.0,0,1,1,7,268,0,14,62
buzzcyberpk,0.0,0.0,0.0,1.0,0,1,1,0,0,0,0,0
SjaakieChen,0.0,0.0,0.0,4.0,0,1,1,0,34,0,0,0
abhishekaich27,12.0,1.0,2.0,9.0,0,1,1,2,174,21,0,2
martincodeur,1.0,0.0,0.0,2.0,0,1,1,0,9,0,0,3
Aseuc,0.0,0.0,0.0,5.0,0,1,1,1,1231,0,7,53
axelfisch,0.0,1.0,0.0,7.0,2,1,1,0,51,0,1,30
jstuartp,0.0,0.0,0.0,14.0,3,1,2,0,227,0,1,18
iariasmx,0.0,0.0,0.0,10.0,0,1,1,0,11,71,0,1
pratheerth,15.0,0.0,0.0,10.0,6,1,1,0,44,8,0,6
Wadeo91,0.0,1.0,0.0,1.0,0,1,1,0,28,0,1,6
yuangwei,22.0,0.0,0.0,9.0,0,1,1,0,271,0,0,9
Justindgreen54,0.0,0.0,0.0,6.0,0,1,1,0,6,0,0,2
MatiasHiltunen,6.0,1.0,0.0,9.0,52,1,2,13,497,646,3,15
celalcok,26.0,0.0,0.0,7.0,0,1,1,1,162,0,0,3
Da-Coder-Jr,12.0,6.0,1.0,2.0,0,1,1,3,179,0,0,2
jjwolos,0.0,0.0,0.0,4.0,0,1,1,0,1,0,0,1
martinabruni,4.0,1.0,0.0,5.0,0,1,1,0,206,291,0,71
RealignedAwareness,0.0,0.0,0.0,1.0,0,1,1,0,36,0,0,5
TheGeekFreaks,11.0,0.0,0.0,7.0,18,1,1,3,92,0,0,5
rftbrkzkn,0.0,0.0,0.0,2.0,0,1,1,0,21,0,0,0
Shalmoni,4.0,0.0,0.0,3.0,4,1,1,6,434,0,8,84
joaocatalao,1.0,0.0,0.0,7.0,17,1,1,0,398,2372,4,79
abbbe,13.0,0.0,0.0,14.0,0,1,2,11,145,1006,0,13
hector-reyes-dev,25.0,2.0,0.0,6.0,54,1,1,0,285,102,0,10
polakbear,4.0,0.0,0.0,14.0,0,1,1,0,0,241,0,0
davidphong,3.0,0.0,0.0,3.0,6,1,2,1,55,0,6,5
paulo-evangelista,4.0,0.0,0.0,4.0,0,1,1,1,6,83,3,44
KLGDevelopment,0.0,0.0,0.0,1.0,5,1,1,0,4,0,0,5
default82,0.0,0.0,0.0,10.0,0,1,1,0,0,0,0,0
celery94,4.0,0.0,0.0,15.0,0,1,1,1,623,560,0,11
fiskus,22.0,0.0,0.0,16.0,0,1,1,3,813,0,369,892
daher928,2.0,0.0,0.0,8.0,0,1,1,2,103,30,0,11
ptrcko,1.0,0.0,0.0,13.0,0,1,1,0,71,0,0,25
clystian,25.0,1.0,0.0,15.0,0,1,1,0,107,0,13,28
ankurgecr,3.0,0.0,0.0,12.0,0,1,1,0,10,0,0,1
flymyxa,1.0,1.0,0.0,15.0,0,1,1,0,21,0,0,4
DanielHaung36,0.0,0.0,0.0,1.0,0,1,1,0,83,0,0,4
MahmoudGilan,0.0,0.0,0.0,1.0,0,1,1,0,3,0,0,1
eratner15,0.0,0.0,0.0,1.0,33,1,3,1,85,0,0,7
AutoGesto,0.0,0.0,0.0,1.0,0,1,1,0,29,0,0,4
ys-rtianero,0.0,0.0,0.0,7.0,0,1,1,1,64,0,0,1
Spirit1269,3.0,0.0,0.0,4.0,7,1,1,1,474,81,1,16
JeremyTheocharis,26.0,0.0,0.0,9.0,0,1,1,6,2204,3625,977,494
kre8sions,4.0,8.0,9.0,12.0,0,1,1,0,37,268,53,32
yodalberth,1.0,0.0,0.0,7.0,51,1,1,1,3,0,2,26
nischal690,0.0,0.0,0.0,6.0,3,1,1,0,207,0,0,32
airesmcunha,0.0,0.0,0.0,1.0,0,1,1,0,3,0,0,5
xKaptanCan,0.0,0.0,0.0,5.0,0,1,1,0,24,0,0,0
igoraccebas,0.0,0.0,0.0,11.0,0,1,1,0,13,0,0,1
lars-eisbar,0.0,0.0,0.0,1.0,0,1,1,0,8,0,0,4
yegors,72.0,0.0,0.0,15.0,1,1,1,3,75,0,29,14
Giorno-Giovanna,0.0,0.0,0.0,7.0,0,1,1,0,3,0,0,2
tsubame323,0.0,0.0,0.0,5.0,0,1,1,0,42,0,0,1
z3300,0.0,0.0,0.0,6.0,0,1,1,0,0,0,0,0
mank-kk,1.0,0.0,0.0,5.0,0,1,1,0,0,0,0,3
yav3,0.0,0.0,0.0,7.0,0,1,1,1,49,0,0,3
toptiergit,0.0,0.0,0.0,2.0,0,1,1,0,10,0,0,2
lucasmobileit,8.0,0.0,1.0,3.0,0,1,1,0,83,0,0,1
ijingalls-vpsoftware,0.0,0.0,0.0,1.0,2,1,2,0,29,0,0,14
LexHarie,2.0,0.0,0.0,4.0,0,1,1,1,494,3797,0,7
kierensharma,4.0,8.0,0.0,6.0,0,1,1,0,184,1888,0,6
RostyslavStupnytskyi,1.0,0.0,0.0,7.0,44,2,1,0,76,232,0,4
osanaikoutarou,5.0,0.0,0.0,13.0,0,1,1,0,2,2366,0,1
SenpaiAkatsuki,0.0,0.0,0.0,5.0,9,1,2,0,59,0,0,6
Elias9V,0.0,0.0,0.0,5.0,0,1,1,3,13,0,0,1
dhairyak56,2.0,1.0,0.0,3.0,0,1,1,1,109,317,0,7
guilhermeLimaferreira,0.0,0.0,0.0,10.0,0,1,1,0,11,0,0,2
NatMayaB,2.0,0.0,0.0,4.0,10,1,2,0,312,0,0,31
alzin,12.0,0.0,0.0,8.0,0,1,1,4,711,220,6,150
tamtamchik,72.0,0.0,0.0,16.0,0,1,1,21,1611,9569,291,247
adrendon,1.0,0.0,0.0,13.0,0,1,1,1,5,0,0,1
IvanAmorim,2.0,0.0,0.0,5.0,2,1,1,0,60,0,0,17
Alee-yusuf,0.0,0.0,0.0,2.0,0,1,1,0,101,0,0,1
neepos,0.0,0.0,0.0,4.0,0,1,1,0,133,0,0,2
fforres,517.0,0.0,0.0,15.0,0,1,1,2,629,13088,149,404
AntonioFerrao-hub,0.0,0.0,0.0,6.0,6,1,1,0,13,0,0,5
shunaaaaabbbbb,1.0,0.0,0.0,2.0,0,1,1,0,108,0,0,31
Blackacre86,0.0,0.0,0.0,1.0,4,1,1,0,41,0,0,3
phederal,10.0,8.0,0.0,8.0,0,1,1,10,505,283,0,13
imo666,0.0,0.0,0.0,3.0,0,1,1,0,9,0,1,47
rtfdeamon,0.0,0.0,0.0,12.0,16,1,2,1,142,0,1,44
Bonello594,0.0,0.0,0.0,1.0,4,1,1,0,1,0,0,2
Fervaro1111,0.0,0.0,0.0,1.0,0,1,1,0,3,0,0,1
legezt01,0.0,0.0,0.0,1.0,0,1,1,0,63,0,0,1
aseetharam,51.0,1.0,0.0,13.0,0,1,1,14,819,94,1,7
nasir26,1.0,0.0,0.0,8.0,0,1,1,1,65,0,0,33
Scriptornaut,10.0,1.0,1.0,5.0,0,1,1,1,78,43,1,12
YodaTheCoder,1.0,0.0,0.0,13.0,0,1,1,0,3,0,0,2
urmit2595,0.0,0.0,0.0,1.0,26,1,1,0,3,0,0,3
leogopal,96.0,4.0,1.0,13.0,0,1,1,0,681,399,1,18
IsaacLoop,2.0,1.0,0.0,5.0,0,1,1,0,73,919,0,2
pmarquees,115.0,1.0,0.0,14.0,27,2,2,2,49,361,0,8
atilahjr,0.0,0.0,0.0,6.0,0,1,1,0,0,0,0,0
humys,0.0,0.0,0.0,5.0,0,1,1,0,1,0,0,1
CaraAlexandr,5.0,0.0,0.0,5.0,0,1,1,1,95,0,0,29
shubhang1992,0.0,0.0,0.0,7.0,0,1,1,0,1,0,0,1
hellyhh,0.0,0.0,0.0,1.0,0,1,1,0,0,0,0,0
D-LiT-O,0.0,0.0,0.0,2.0,0,1,1,0,0,0,0,0
zhcodex,0.0,0.0,0.0,1.0,0,1,1,0,6,0,0,2
Mauricio-Carvalho,0.0,0.0,0.0,9.0,0,1,1,0,10,0,1,1
dutoitc,2.0,4.0,1.0,13.0,0,1,1,0,68,0,0,1
yossideutsch1973,0.0,0.0,0.0,4.0,28,1,1,0,87,248,24,3
canzeyn,2.0,0.0,0.0,6.0,0,1,1,0,65,0,0,1
PeterMEjlev,0.0,0.0,0.0,7.0,0,1,1,0,245,0,0,1
tkyosuke,0.0,0.0,0.0,8.0,0,1,1,0,21,0,0,1
nepinepinepi,0.0,0.0,0.0,7.0,19,1,2,1,9,0,0,4
nikita-daniliuk,0.0,0.0,0.0,4.0,0,1,1,0,79,0,0,1
joaorobra,1.0,0.0,0.0,9.0,0,1,1,0,54,0,0,3
flutessources,0.0,0.0,0.0,9.0,0,1,1,0,25,0,0,4
ActuallyFreshIce,0.0,0.0,0.0,2.0,32,1,2,2,18,0,1,7
sanis,9.0,0.0,0.0,13.0,5,1,1,3,4,1058,4,10
rex-schilasky,23.0,0.0,0.0,7.0,0,1,2,4,1089,167,188,496
saichand003,0.0,0.0,0.0,5.0,0,1,1,0,12,0,0,2
Rahkehs,5.0,2.0,0.0,9.0,0,1,1,0,511,4,0,3
morganmcg1,175.0,0.0,0.0,10.0,51,1,2,9,1447,1431,85,262
osoykan,346.0,0.0,0.0,12.0,0,1,1,4,1722,947,82,94
ashaugusto,0.0,0.0,0.0,4.0,0,1,1,0,1,0,0,1
eatd,0.0,0.0,0.0,2.0,9,1,2,1,22,0,1,10
SharonTahir,0.0,0.0,5.0,1.0,1,1,1,0,4,0,0,6
roydipta,8.0,0.0,0.0,10.0,0,1,1,0,141,110,0,1
khaoxkongz,1.0,0.0,1.0,2.0,0,1,1,0,480,9,0,54
samheller,0.0,0.0,0.0,7.0,4,1,1,0,43,0,0,19
JINGSONG1,0.0,0.0,0.0,1.0,0,1,1,0,36,0,0,7
invick,0.0,0.0,0.0,14.0,0,1,1,0,4,0,0,0
pwestling,18.0,0.0,0.0,15.0,4,1,2,0,123,0,0,5
Stemateusz,0.0,0.0,0.0,2.0,0,1,1,0,12,0,0,1
alm0ra,38.0,56.0,16.0,8.0,0,1,1,10,712,3414,23,35
235-star,0.0,0.0,0.0,1.0,0,1,1,0,12,0,0,3
viacheslav-diachenko,0.0,0.0,0.0,10.0,52,1,2,1,57,0,1,10
brskt-dev,8.0,0.0,0.0,5.0,0,1,1,2,103,2362,0,16
Ilan-kiliogene,0.0,0.0,0.0,1.0,0,1,1,3,70,0,0,1
raphael2692,20.0,1.0,0.0,10.0,0,1,1,0,259,0,0,8
Panthevm,8.0,4.0,0.0,8.0,2,1,1,16,1400,4928,21,14
LarsBoecking,0.0,1.0,0.0,6.0,0,1,1,0,35,24,0,4
Ftozon,0.0,0.0,0.0,2.0,0,1,1,0,2,0,0,1
reposlayer,1.0,1.0,0.0,2.0,0,1,1,2,28,85,0,0
ReflectionsYY,0.0,0.0,0.0,3.0,0,1,1,0,7,0,0,2
dumyy,18.0,0.0,0.0,11.0,0,1,1,0,9,0,0,1
abdurrehmanzea,0.0,0.0,0.0,6.0,0,1,1,0,0,0,0,0
chronis-arcadia,0.0,1.0,0.0,2.0,0,1,1,0,11,0,0,1
roundcubes,1.0,0.0,0.0,10.0,0,1,1,0,3,0,0,1
nico-ber,0.0,0.0,0.0,10.0,0,1,1,0,28,0,0,1
IntellAttractAI,1.0,0.0,0.0,4.0,0,1,1,1,0,0,0,6
angel-mora,74.0,0.0,0.0,7.0,0,1,1,2,280,1445,0,26
Evirgen88,0.0,0.0,0.0,2.0,0,1,1,0,13,0,0,0
mohithhp001,0.0,0.0,0.0,4.0,0,1,1,0,30,0,0,7
Majorapple,0.0,0.0,0.0,2.0,0,1,1,0,1,0,0,1
BrendonEdwards,1.0,1.0,0.0,8.0,14,1,2,1,84,104,0,13
allenhutchison,117.0,61.0,10.0,13.0,0,1,1,8,1656,1225,252,394
baf10717,0.0,0.0,0.0,2.0,0,1,1,0,0,0,0,0
Lewapek03,1.0,0.0,0.0,4.0,0,1,2,0,55,0,0,9
CherryGamez,0.0,0.0,0.0,1.0,0,1,1,0,31,0,0,1
madooei,24.0,0.0,0.0,14.0,0,1,1,17,3170,26841,148,129
HwWobbe,9.0,0.0,1.0,16.0,0,1,1,1,4586,523,3,203
irving2019,2.0,0.0,0.0,7.0,0,1,1,0,146,0,0,14
skipeeo,0.0,0.0,0.0,1.0,0,1,1,0,1,0,0,2
deep1509,0.0,0.0,1.0,7.0,0,1,1,1,48,0,0,15
davidcferman,0.0,0.0,0.0,6.0,0,1,1,0,11,0,0,2
dahlish,0.0,0.0,0.0,6.0,0,1,1,0,53,0,0,2
S0N-0F-A-S0N,1.0,0.0,0.0,13.0,0,1,4,0,0,0,0,24
gadocon,0.0,0.0,0.0,1.0,0,1,1,0,7,0,0,1
socio-it,0.0,0.0,0.0,1.0,14,1,1,0,88,0,0,3
ubasaric16621ri,1.0,0.0,0.0,3.0,0,1,1,0,0,0,0,0
NTThyssen,2.0,0.0,0.0,9.0,0,1,1,0,82,0,0,12
msehabibur,24.0,0.0,0.0,4.0,0,1,1,2,442,0,0,22
MujtabaFar,0.0,0.0,0.0,1.0,0,1,1,0,13,0,0,3
DevourCode99,0.0,0.0,0.0,2.0,62,1,2,0,249,0,0,2
valekseev,0.0,0.0,0.0,14.0,4,1,1,1,10,0,0,4
CarolRoy67,0.0,0.0,0.0,2.0,0,1,1,0,1,0,1,1
MarcoAntonioOlguin,3.0,0.0,0.0,7.0,0,1,1,0,42,0,0,2
IvanZagulin,0.0,0.0,0.0,5.0,0,1,1,0,119,0,0,6
Ikillforfunzies,0.0,0.0,0.0,2.0,0,1,1,0,5,0,0,2
RochBlondiaux,23.0,0.0,0.0,6.0,0,1,1,6,113,4739,0,4
DesgerMadrigal,3.0,0.0,0.0,7.0,0,1,1,0,86,0,0,1
e-andrei,0.0,0.0,0.0,4.0,0,1,1,0,49,0,0,1
xydiwa,0.0,0.0,0.0,7.0,0,1,1,0,0,0,0,1
tanaymeh,381.0,9.0,0.0,9.0,0,1,1,2,508,427,14,56
dasZugferd,0.0,0.0,0.0,1.0,0,1,1,0,0,0,0,1
silkkidpasta,0.0,0.0,0.0,1.0,0,1,1,0,22,0,0,3
rexmolo,21.0,0.0,1.0,12.0,0,1,1,2,467,365,0,46
jemishmoradiya,0.0,0.0,0.0,8.0,0,1,2,0,0,0,0,0
ticonsulting-dlara,0.0,0.0,0.0,5.0,0,1,1,0,4,0,0,2
imlingr,0.0,0.0,0.0,1.0,0,1,1,0,129,0,0,2
Ramnck,3.0,0.0,0.0,6.0,0,1,1,0,346,0,1,8
allistera,14.0,0.0,0.0,17.0,0,1,1,2,49,1175,0,44
mcoviello29,0.0,0.0,0.0,2.0,0,1,1,0,5,0,0,4
lk242,0.0,0.0,0.0,4.0,0,1,1,0,16,0,0,11
prabhu-023,0.0,0.0,0.0,2.0,0,1,1,0,12,0,0,5
lanpia,2.0,0.0,0.0,5.0,0,1,1,0,58,0,0,1
sauravabc16,12.0,1.0,0.0,9.0,6,1,4,0,226,39,1,9
myDeity,0.0,0.0,0.0,6.0,0,1,1,0,2,0,0,1
marciacbarreto,0.0,0.0,0.0,1.0,0,1,1,0,115,0,0,1
adambakgt,2.0,0.0,0.0,3.0,0,1,1,0,9,0,0,3
mukeswar,3.0,0.0,0.0,4.0,21,1,2,0,54,0,0,2
siva-bharath,2.0,0.0,0.0,6.0,0,1,1,0,88,0,0,2
DavidHarrisRid,1.0,0.0,0.0,4.0,0,1,1,0,38,0,0,1
Jonasz101,0.0,0.0,0.0,1.0,0,1,1,0,7,0,0,2
Luppole,7.0,0.0,0.0,4.0,0,1,1,0,379,0,1,1
Welisson-spec,0.0,0.0,0.0,1.0,0,1,1,0,18,0,0,1
zataraa,0.0,0.0,0.0,1.0,0,1,1,0,3,0,0,4
orlovse,5.0,0.0,0.0,7.0,0,1,1,3,606,9965,14,48
samuelvisser,1.0,0.0,0.0,12.0,0,1,1,3,82,0,0,1
AndreRobitaille,1.0,0.0,0.0,12.0,0,1,1,0,98,0,0,2
mike-trsi,5.0,0.0,0.0,6.0,0,1,1,0,6,0,0,2
Liquidhoney,0.0,0.0,0.0,2.0,2,1,1,0,93,0,1,27
24-20,0.0,0.0,0.0,4.0,0,1,1,0,0,0,0,0
DanBel1kov,3.0,3.0,2.0,4.0,20,1,2,0,82,0,0,10
finn-1o8,0.0,0.0,0.0,2.0,0,1,1,0,93,0,0,1
MuriloZM27,1.0,0.0,0.0,2.0,0,1,1,2,93,0,0,2
margiro,0.0,0.0,0.0,6.0,10,1,1,0,46,0,0,2
lucasfriedrichh,10.0,0.0,0.0,5.0,0,1,1,2,155,0,0,1
SalimiDev,40.0,0.0,0.0,5.0,0,1,1,1,746,213,0,0
Liones22,0.0,0.0,0.0,2.0,0,1,1,0,7,0,0,1
