login,followers,max_stars,max_forks,account_age,agent_activity_span_days,agent_diversity,agentic_repo_breadth
Pavlostheone,0.0,0.0,0.0,3,0,1,1
Iditbiton,0.0,0.0,0.0,2,0,1,2
zmr-robin,0.0,0.0,0.0,4,0,1,1
Yarik8706,5.0,0.0,0.0,5,0,1,1
arunkumarnds,0.0,0.0,0.0,1,0,1,1
Donaim,14.0,0.0,0.0,11,0,1,1
lopopolo,259.0,0.0,0.0,15,0,1,1
maheshgosemath,5.0,0.0,0.0,14,0,1,1
eclipse0922,5.0,0.0,0.0,13,21,1,2
fahadviel,0.0,0.0,0.0,1,0,1,1
Laxmanan-Krishnapillai,1.0,0.0,0.0,6,3,1,1
jash777,5.0,0.0,0.0,7,0,1,1
YAS-SIIN,42.0,7.0,1.0,7,0,1,1
dasein108,10.0,3.0,3.0,11,0,1,1
robertodiasduarte,0.0,0.0,0.0,2,0,1,1
websupnl,0.0,0.0,0.0,3,1,1,1
bullockjjb,0.0,0.0,0.0,3,1,1,3
shrimp-games,0.0,0.0,0.0,1,0,1,1
Napiso,0.0,0.0,0.0,2,0,1,1
hoang1909,0.0,0.0,0.0,6,0,1,1
kGorze,7.0,0.0,0.0,6,1,1,1
quickDESIGNnl,0.0,0.0,0.0,6,0,1,1
benhuralmedom,0.0,0.0,0.0,3,1,1,2
vijaianandk04,0.0,0.0,0.0,2,0,1,1
wdescamps,7.0,0.0,0.0,12,0,1,1
zakzaki244,0.0,0.0,0.0,5,0,1,1
meteorinca,1.0,0.0,0.0,11,13,1,2
makizeninop,0.0,0.0,0.0,1,0,1,1
finnpounds,0.0,0.0,0.0,3,0,1,1
ravenousdox,0.0,0.0,0.0,8,0,1,5
luisignaciocc,16.0,1.0,0.0,9,0,1,1
jduranc,3.0,0.0,0.0,12,0,1,1
ainamakeneko,0.0,0.0,0.0,1,25,1,1
fabiansvc,31.0,0.0,0.0,7,1,1,1
cubi4,0.0,0.0,0.0,3,0,1,1
TechmanStudios,0.0,0.0,0.0,9,0,1,1
vinhletlk,0.0,0.0,0.0,1,0,1,1
09shreyasingh,0.0,0.0,0.0,1,0,1,1
andrewkoumoudjian,3.0,0.0,0.0,3,0,1,1
simonscabello,13.0,0.0,0.0,6,0,1,1
tjacobs131,4.0,0.0,0.0,10,0,1,1
PabloViniegra,0.0,0.0,0.0,7,16,1,2
StorThiago,4.0,0.0,1.0,2,37,1,2
mdaisuke5,0.0,0.0,0.0,1,0,1,1
emerttd,10.0,0.0,0.0,2,0,1,1
colevrya,0.0,0.0,0.0,4,0,1,1
dongaba,19.0,184.0,18.0,5,0,1,1
fraolx,0.0,0.0,0.0,3,0,1,1
YoshidaTadanori,0.0,0.0,0.0,2,0,1,1
Heidemann-Consulting,1.0,1.0,0.0,1,0,1,1
emtype,0.0,0.0,0.0,12,1,1,1
de-don,5.0,1.0,0.0,11,0,1,1
bournewang,3.0,0.0,0.0,13,0,1,1
Aryank47,2.0,0.0,0.0,10,0,1,1
yellowcowCDR,4.0,0.0,0.0,10,4,1,2
DeadNord,9.0,0.0,0.0,5,0,1,1
osoriolinaa16,0.0,0.0,0.0,1,0,1,1
tanoret,3.0,0.0,0.0,9,0,1,1
uditya2004,3.0,0.0,0.0,2,0,1,1
FABROX-debug,0.0,0.0,0.0,2,0,1,1
fanxin199,0.0,0.0,0.0,3,0,1,1
andonov2,0.0,0.0,0.0,2,0,1,1
okuiyasuhiro1964,0.0,0.0,0.0,1,0,1,1
Marco-Christiani,31.0,132.0,6.0,11,0,1,1
Wangshengyang2004,3.0,0.0,0.0,5,0,1,1
1AnkurSingh,0.0,0.0,0.0,4,0,1,1
FreddieRao,28.0,0.0,0.0,7,0,1,1
mayankrichu,0.0,0.0,0.0,6,0,1,1
sharkzhs83,0.0,0.0,0.0,5,0,1,1
ggb367,9.0,0.0,0.0,8,0,1,1
joooord,0.0,0.0,0.0,2,0,1,1
jovmilos,0.0,0.0,0.0,9,0,1,1
kevinzhao-dev,0.0,0.0,0.0,3,0,1,1
akramguediri,28.0,0.0,0.0,6,0,1,1
dslovinsky,11.0,0.0,0.0,6,0,1,1
MicheleTomyslak,12.0,0.0,0.0,8,0,1,1
umair-gmrm,0.0,0.0,0.0,1,0,1,1
gollumeo,21.0,1.0,0.0,4,0,1,1
yhenon,310.0,0.0,0.0,12,5,1,1
novanoticia,0.0,0.0,0.0,2,0,1,1
pavlee,0.0,0.0,0.0,10,0,1,1
rhnfzl,11.0,51.0,18.0,10,0,1,2
timrross,4.0,0.0,0.0,13,0,1,1
pagidalanagesh7,0.0,0.0,0.0,2,21,1,1
ahjephson,2.0,0.0,0.0,10,0,1,1
tututu08,5.0,0.0,0.0,2,0,1,1
cgreitens889,0.0,0.0,0.0,1,0,1,1
nstlgy,5.0,17.0,1.0,3,1,1,2
mciolino,0.0,0.0,0.0,7,1,1,1
Amonvix,1.0,0.0,0.0,5,0,1,1
JH3lou,0.0,0.0,0.0,4,0,1,1
bustisimo,0.0,0.0,0.0,6,0,1,1
smkalle,0.0,0.0,0.0,4,0,1,1
s977043,3.0,1.0,0.0,12,0,1,1
lazarevtill,18.0,0.0,0.0,11,0,1,1
lmascoding,0.0,0.0,0.0,1,0,1,1
vinimeirelres,8.0,0.0,0.0,3,0,1,1
ildimas,11.0,0.0,0.0,4,0,1,1
jwsy,34.0,0.0,0.0,16,0,1,2
kmayhew2020,0.0,0.0,0.0,6,0,1,1
PocketStudio-Biz,0.0,0.0,0.0,2,50,1,2
geekyabinash,0.0,0.0,0.0,2,0,1,1
jeremylukebennett,15.0,0.0,0.0,10,0,1,1
atate-nag,0.0,0.0,0.0,2,1,1,1
shoheiyokoyama,421.0,3297.0,197.0,12,0,1,1
TIENDASAMC,0.0,0.0,0.0,1,0,1,1
takhlesbh,0.0,0.0,0.0,1,2,1,1
PatrickBziuk,0.0,0.0,0.0,6,23,1,1
thesimpleai,2.0,0.0,0.0,3,0,1,1
ludogiorgi,0.0,0.0,0.0,7,0,1,1
Aslanidis7,0.0,0.0,0.0,3,0,1,1
qaqeqe0,0.0,1.0,0.0,11,0,1,1
AlessandroPalermo,0.0,0.0,0.0,12,0,1,1
Eriiiick,1.0,0.0,0.0,2,0,1,1
Jsaeron,2.0,0.0,0.0,7,0,1,1
devigilo,0.0,0.0,0.0,1,0,1,1
Elieez,4.0,1.0,0.0,3,0,1,1
edudti,0.0,0.0,0.0,13,0,1,1
stayuplate,1.0,0.0,0.0,11,0,1,1
oai-ragona,4.0,0.0,0.0,3,0,1,1
S4syka,15.0,0.0,0.0,5,0,1,1
salemaljebaly,11.0,0.0,0.0,7,0,1,1
ricardojrgpimentel,5.0,0.0,0.0,11,14,1,2
rtrapp,3.0,0.0,0.0,13,0,1,1
PaulFidika,102.0,0.0,0.0,9,0,1,1
hhuangwx,100.0,232.0,73.0,11,0,1,1
ImKeal,0.0,0.0,0.0,2,0,1,1
vincat77,0.0,0.0,0.0,7,0,1,1
theherozxzx1,0.0,0.0,0.0,1,0,1,1
cwuom,113.0,133.0,26.0,6,0,1,1
tgmclaughlin,4.0,0.0,0.0,10,0,1,1
msm8976,5.0,0.0,0.0,9,0,1,1
davidHarush,4.0,1.0,0.0,11,1,1,1
RudiRsBr,0.0,0.0,0.0,1,2,1,1
oitakotsuGit,0.0,0.0,0.0,11,0,1,1
MAGCE04,0.0,0.0,0.0,1,0,1,1
HugoCanseco-maker,0.0,0.0,0.0,1,0,1,1
berrabah,0.0,0.0,0.0,7,0,1,1
tealigantal,0.0,0.0,0.0,1,0,1,1
mitreka,0.0,0.0,0.0,1,15,1,2
lucasmanson,0.0,0.0,0.0,12,42,1,1
amirhosseinazarmehr,1.0,0.0,0.0,1,1,1,2
JohnCCarter,1.0,0.0,0.0,2,38,2,1
hansschenker,9.0,0.0,0.0,10,7,1,1
ulfben,7.0,2.0,0.0,13,0,1,1
JuanICharlyApashe,0.0,0.0,0.0,6,0,1,1
samirhusain26,2.0,0.0,0.0,7,0,1,1
Mustafa-Farooq1,0.0,0.0,0.0,1,0,1,1
acrm,3.0,0.0,0.0,13,0,1,1
jeclaro,0.0,0.0,0.0,2,0,1,1
DaveWyborn,0.0,0.0,0.0,8,0,1,1
BzlZavLed,0.0,0.0,0.0,12,0,1,1
ETHNHUNT,0.0,0.0,0.0,2,0,1,1
jonathan953,3.0,0.0,0.0,6,0,1,1
HavenDV,189.0,0.0,0.0,14,0,1,1
Wiki1998-dev,0.0,0.0,0.0,2,48,1,2
DIGZOPIAN,5.0,0.0,0.0,3,0,1,1
realdeepnandi,24.0,0.0,0.0,8,0,1,1
Pacofor,0.0,0.0,0.0,2,0,1,1
vigneshiamvk,2.0,0.0,1.0,11,0,1,1
tolecar,6.0,0.0,1.0,14,0,1,1
Rollin-Zhang,0.0,0.0,0.0,2,0,1,1
muratbasaran1,0.0,0.0,0.0,1,0,1,1
BladeBuru,3.0,0.0,0.0,6,0,1,1
dfxphoenix,2.0,0.0,0.0,8,0,1,1
janashlewis,0.0,0.0,0.0,1,0,1,1
GlennColegate,0.0,0.0,0.0,4,0,1,1
AWT-CCreech,0.0,2.0,0.0,4,0,1,1
Sid-McCoy,0.0,0.0,0.0,2,0,1,1
LarissaSch001,0.0,0.0,0.0,1,0,1,1
alexcoffman,0.0,0.0,0.0,3,0,1,1
Nxssie,21.0,1.0,0.0,8,0,1,1
Sai-04021210,0.0,0.0,0.0,3,1,1,2
DeepRatAI,0.0,0.0,0.0,1,0,1,1
vatankh,5.0,0.0,0.0,6,0,1,1
Temirkulov,10.0,0.0,0.0,3,0,1,1
Hedgehogues,22.0,0.0,0.0,13,38,1,2
Karlend,11.0,1.0,0.0,10,0,1,1
fraschizzato,1.0,0.0,0.0,13,1,1,1
pushpak1300,180.0,272.0,34.0,9,37,2,2
chalaivate,0.0,0.0,0.0,8,0,1,1
pagidik,1.0,0.0,0.0,4,0,1,1
ur-grue,0.0,0.0,0.0,3,0,1,1
vbp1,0.0,0.0,0.0,6,0,1,1
ptak82,16.0,0.0,0.0,16,0,1,1
elyfeb,0.0,0.0,0.0,5,0,1,1
tc2fh,2.0,1.0,0.0,5,0,1,1
zyoi,5.0,4.0,1.0,11,0,1,1
Drkdmn,0.0,0.0,0.0,2,0,1,1
furaizi,4.0,0.0,0.0,4,0,1,1
ENGINYRING,3.0,0.0,0.0,1,0,1,1
BOULAC,1.0,0.0,0.0,3,0,1,1
cdlaraujo,1.0,0.0,0.0,2,0,1,1
Masaya1582,8.0,0.0,0.0,6,0,1,1
mtouloup,12.0,0.0,0.0,11,0,1,1
bradley-erickson,22.0,0.0,0.0,9,0,1,1
MopedG,2.0,1.0,0.0,6,0,1,1
DigiEuro,1.0,1.0,1.0,1,0,1,1
seizavl,10.0,10.0,0.0,5,0,1,1
LeInS-dev,0.0,0.0,0.0,1,0,1,1
miogds,1.0,0.0,0.0,14,0,1,1
swaminawale,22.0,0.0,1.0,4,0,1,1
Raasikh,0.0,0.0,0.0,4,0,1,1
hassanalitamam,0.0,0.0,0.0,4,0,1,1
ceokornten,18.0,0.0,0.0,9,0,1,1
Chiefinho,0.0,0.0,0.0,11,0,1,1
hepuentes,0.0,0.0,0.0,2,0,1,2
tkshitij16,2.0,0.0,0.0,7,8,1,1
adgreentea,0.0,0.0,0.0,1,0,1,2
adamholtergmailcom,0.0,0.0,0.0,2,0,1,1
arikumo88,0.0,0.0,0.0,3,0,1,2
shakayami,2.0,0.0,0.0,9,0,1,1
fedlic,1.0,0.0,0.0,14,0,1,1
maceip,46.0,0.0,0.0,15,0,1,1
georg-wolflein,42.0,0.0,0.0,13,1,1,3
j-loquat,4.0,0.0,0.0,3,0,1,1
Zakuzaa,0.0,0.0,0.0,1,0,1,1
CYASecurity-Developer,0.0,0.0,0.0,8,0,1,1
circle-hotaru,39.0,17.0,5.0,7,0,1,1
gishanchamith,2.0,0.0,0.0,1,6,1,4
maxshowarth,2.0,0.0,0.0,9,8,1,2
kalichicho,0.0,0.0,0.0,5,3,1,2
Amin-tvk,4.0,0.0,0.0,5,0,1,1
RajaSardar,17.0,0.0,0.0,10,0,1,1
lukaazman,0.0,1.0,0.0,5,0,1,1
Swb4y,0.0,0.0,0.0,5,0,1,1
uidauid,0.0,0.0,0.0,3,0,1,1
SChaib77,0.0,0.0,0.0,2,0,1,1
Ksionshek,0.0,0.0,0.0,2,0,1,1
paul-thehuman,0.0,1.0,0.0,1,0,1,1
snirosh22,0.0,0.0,0.0,1,0,1,1
michije,0.0,0.0,0.0,5,7,1,1
jvsoest,23.0,0.0,0.0,14,1,1,1
diegodlhg,0.0,0.0,0.0,1,0,1,1
tomMoulard,177.0,94.0,16.0,12,0,1,1
timwatts80,0.0,0.0,0.0,7,0,1,1
aitorcalero,7.0,0.0,0.0,14,0,1,1
sitz,85.0,0.0,0.0,16,1,1,1
somebody32,88.0,0.0,0.0,18,0,1,1
juanda,46.0,0.0,0.0,15,0,1,1
Saravananv10,0.0,0.0,0.0,5,0,1,1
Blackwood1987,0.0,0.0,0.0,1,3,1,1
davidroldan211,2.0,0.0,0.0,7,0,1,1
TommDaniel,2.0,0.0,0.0,4,0,1,1
daara13,0.0,0.0,0.0,6,0,1,1
HankkLin,3.0,0.0,0.0,4,0,1,1
Zara8170,1.0,0.0,0.0,2,0,1,1
ryanlenihan,4.0,0.0,0.0,8,0,1,1
Paranjayy,20.0,1.0,0.0,4,0,1,1
Fababidu43,0.0,0.0,0.0,2,14,1,2
saiteja181,0.0,0.0,0.0,4,0,1,1
efacsen,1.0,0.0,0.0,8,0,1,1
chaishah,0.0,0.0,0.0,5,0,1,1
SaphMB,20.0,0.0,0.0,12,0,1,1
elaboratebwtec,0.0,0.0,0.0,2,0,1,1
FJiangArthur,2.0,0.0,0.0,8,0,1,1
ArgirisGkogkidis,3.0,0.0,0.0,8,0,1,1
lekhasapers,0.0,0.0,0.0,3,0,1,1
ooyeku,5.0,1.0,0.0,5,0,1,1
fingergunsDEV,2.0,1.0,0.0,5,0,1,1
RFLORESCARTES,0.0,0.0,0.0,3,0,1,1
skdenton,0.0,0.0,0.0,4,0,1,1
Expresso24,0.0,0.0,0.0,3,0,1,1
Th3Gold3nRainbow,0.0,0.0,0.0,11,0,1,1
KevinBjorv,2.0,0.0,0.0,6,0,1,1
c2k2c2k2,0.0,0.0,0.0,6,0,1,1
nesrinechaouani,0.0,0.0,0.0,3,0,1,1
BrisGeorge24044,0.0,0.0,0.0,2,0,1,1
FloodZHubGit,2.0,0.0,0.0,5,0,1,1
gioenn,28.0,0.0,0.0,14,0,1,1
trepanation-pray,1.0,0.0,0.0,9,0,1,1
rasmusdriving,0.0,0.0,0.0,3,0,1,1
georgilusikov,0.0,0.0,0.0,1,0,1,1
Shaxzodbek16,24.0,1.0,0.0,3,8,1,2
Odilon2025,0.0,0.0,0.0,1,0,1,1
przeprogramowani,54.0,0.0,0.0,7,0,1,1
aiwahlabs,0.0,0.0,0.0,1,0,1,1
drmoldyn,0.0,0.0,0.0,1,0,1,1
Nawigante81,0.0,0.0,0.0,4,0,1,1
sophiedutton,0.0,0.0,0.0,5,0,1,1
MC-Nicolas,0.0,0.0,0.0,6,0,1,1
0ung,7.0,0.0,0.0,4,0,1,1
iosefa,12.0,0.0,0.0,10,1,1,1
MElearns2code,0.0,0.0,0.0,5,0,1,1
willianguerino,0.0,0.0,0.0,4,0,1,1
Dorshitrit,3.0,0.0,0.0,13,0,1,1
bizzlechizzle,0.0,0.0,0.0,1,0,1,1
maxtechstudio,1.0,0.0,0.0,9,0,1,1
RiMoMa,0.0,0.0,0.0,11,0,1,1
mpulido887,0.0,0.0,0.0,2,0,1,1
mastergmr232,0.0,0.0,0.0,4,0,1,1
mboes,165.0,10.0,0.0,17,0,1,1
ishanhemnani,0.0,0.0,0.0,4,0,1,1
mkures,0.0,0.0,0.0,8,0,1,1
TakeshiYamaguchi-256,0.0,0.0,0.0,7,0,1,1
harry-jooyoung-kim,1.0,0.0,0.0,8,12,1,2
syam000,2.0,0.0,0.0,14,0,1,1
niravrnirav,0.0,0.0,0.0,8,0,1,1
tdpksingh,1.0,0.0,0.0,4,0,1,1
MSHunter-IL,0.0,0.0,0.0,2,0,1,1
mikekozlov,0.0,0.0,0.0,12,0,1,1
lunarmankind,0.0,0.0,0.0,3,0,1,1
tnosadsharkdev,0.0,0.0,0.0,3,0,1,1
donttellmeimcute,4.0,0.0,0.0,10,0,1,1
SteveSSL45,0.0,1.0,0.0,1,0,1,1
droogg,2.0,0.0,0.0,8,0,1,1
ricardo-david-francisco,0.0,0.0,0.0,3,0,1,1
stefanhall2704,2.0,0.0,0.0,5,0,1,1
mariochrist-git,0.0,0.0,0.0,1,0,1,1
pumperer,1.0,0.0,0.0,12,0,1,1
jordynelson-2,0.0,0.0,0.0,6,0,1,1
muratkaplan1917,0.0,0.0,0.0,1,0,1,1
namedotget,20.0,0.0,0.0,4,0,1,1
gachris,1.0,0.0,0.0,8,0,1,1
Pantagrueliste,6.0,0.0,0.0,12,0,1,1
grtm23,0.0,0.0,0.0,3,0,1,1
fanmih,0.0,1.0,0.0,13,0,1,1
eponce92,1.0,0.0,0.0,6,0,1,1
DeathGun3344,2.0,0.0,0.0,8,0,1,1
jonghyeonseol,0.0,0.0,0.0,2,0,1,1
keepprogress,1.0,0.0,0.0,10,0,1,1
NyckoRBC1996,0.0,0.0,0.0,4,0,1,1
splucasaugustooficial,0.0,0.0,0.0,1,0,1,1
lynscott,2.0,0.0,0.0,9,0,1,1
leonardofrizzi,0.0,1.0,0.0,3,0,1,1
ArmandoCH85,0.0,0.0,0.0,1,1,1,1
JinyuanSun,119.0,0.0,0.0,9,0,1,1
TK2F,0.0,0.0,0.0,2,0,1,1
brooksdubois,2.0,0.0,0.0,11,0,1,1
A1TB,0.0,0.0,0.0,3,0,1,1
benvansteenbergen,2.0,0.0,0.0,11,0,1,1
tomasiten,0.0,0.0,0.0,8,0,1,1
ppapishe,1.0,0.0,0.0,7,0,1,1
RedShock2,0.0,0.0,0.0,1,0,1,1
eliabsisay,0.0,0.0,0.0,3,4,1,1
saligrama,216.0,0.0,0.0,11,0,1,1
edgaytanc,0.0,0.0,0.0,8,0,1,1
Ca3de,0.0,0.0,0.0,2,0,1,1
edwinkennedy,0.0,0.0,0.0,6,0,1,1
JakubSzczegielniak,1.0,0.0,0.0,3,0,1,1
ranman,794.0,0.0,0.0,16,0,1,1
oyinlola007,5.0,2.0,1.0,7,0,1,1
bassam92,3.0,1.0,0.0,12,0,1,1
mustofa-kamal,0.0,0.0,0.0,13,0,1,1
Abdelrahmansameh,5.0,0.0,0.0,8,0,1,1
Ryan-ai1995,0.0,0.0,0.0,7,0,1,1
erenayd58,0.0,0.0,0.0,2,0,1,1
mel-saka,0.0,0.0,0.0,4,0,1,1
SamuelMauli,3.0,0.0,0.0,4,0,1,1
BavarianBatzi,2.0,0.0,0.0,3,0,1,1
HariEshwar-J-A,10.0,1.0,0.0,8,0,1,1
AllEnough,0.0,0.0,0.0,3,0,1,1
OriOfek1,0.0,0.0,0.0,4,0,1,1
xpuria,6.0,0.0,0.0,2,0,1,1
AgriTechLLC,0.0,0.0,0.0,6,0,1,1
paulhale70,0.0,0.0,0.0,8,0,1,1
Gigixdeborah,0.0,0.0,0.0,1,0,1,1
talafek96,2.0,1.0,1.0,6,0,1,1
andrewjamesford,57.0,1.0,7.0,15,0,1,1
Zorlin,65.0,0.0,0.0,14,0,1,1
MBeard01,4.0,0.0,0.0,4,0,1,1
vstandera,0.0,0.0,0.0,12,0,1,1
romainrabreau,2.0,0.0,0.0,2,0,1,1
yvanfreitas,7.0,0.0,0.0,14,0,1,1
Israelsturaro,1.0,1.0,0.0,4,0,1,1
serome111,28.0,0.0,0.0,9,0,1,1
rbnafonso,0.0,0.0,0.0,4,0,1,1
chakmidlot,1.0,0.0,0.0,14,0,1,1
gacbert,0.0,1.0,0.0,11,0,1,1
clementfrg,0.0,0.0,0.0,4,0,1,1
TiancLD,0.0,0.0,0.0,4,0,1,1
jetmirrama,0.0,0.0,0.0,2,0,1,1
siapakahsaya,5.0,0.0,0.0,3,0,1,1
zliu265,0.0,0.0,0.0,7,0,1,1
Tokioace,0.0,0.0,0.0,1,16,1,2
Tomlyne-Tech,14.0,0.0,0.0,1,1,1,2
sijanxo,0.0,0.0,0.0,9,5,1,1
Vinothrrc,0.0,0.0,0.0,7,13,1,1
Duncan-Haywood,8.0,0.0,0.0,7,18,1,3
hiboxa,0.0,0.0,0.0,1,0,1,1
Elad220,4.0,0.0,0.0,7,26,1,3
ClexaGod,1.0,1.0,0.0,6,0,1,1
thupa-pro,0.0,0.0,0.0,1,9,1,1
Fonzi81,0.0,0.0,0.0,12,0,1,1
bluesky0427,0.0,0.0,0.0,1,0,1,1
gencto,2.0,1.0,0.0,8,0,1,1
vertX-dev,0.0,1.0,0.0,1,12,1,1
Vkrmoo7,3.0,0.0,0.0,2,0,1,1
Umesh-Tata,0.0,0.0,0.0,7,7,1,1
abu-taher,1.0,0.0,0.0,9,0,1,1
NobukiFukumoto,1.0,0.0,0.0,9,0,1,1
raivsn,0.0,0.0,0.0,2,0,1,1
s4k10503,18.0,4.0,2.0,7,20,1,2
the-scam-master,4.0,0.0,0.0,3,1,1,1
LANDO916,0.0,0.0,0.0,1,0,1,1
jakemer,8.0,0.0,0.0,13,0,1,1
darsmind1,0.0,0.0,0.0,1,0,1,1
leonhaider717,0.0,0.0,0.0,1,0,1,1
FuckReally,2.0,0.0,0.0,9,7,1,1
AbuAlYosn,0.0,0.0,0.0,1,10,1,1
mohamedabakry,0.0,0.0,0.0,7,0,1,1
myzie,37.0,0.0,0.0,14,21,1,2
dbough,7.0,0.0,0.0,14,0,1,1
atbe,86.0,0.0,0.0,15,0,1,1
szymon-polaczy,3.0,0.0,0.0,7,2,1,1
nallovint,9.0,0.0,0.0,6,0,1,2
talha0113,3.0,0.0,0.0,11,0,1,1
testWeb010,0.0,0.0,0.0,1,1,1,1
yogimathius,31.0,0.0,1.0,6,0,1,1
VictorAMM,0.0,0.0,0.0,10,0,1,1
NJX-njx,2.0,0.0,0.0,2,0,1,1
elmehdiayad,0.0,0.0,0.0,8,0,1,1
thampiotr,1.0,0.0,0.0,10,0,1,1
dz0tto,0.0,0.0,0.0,10,0,1,1
modernpacifist,11.0,0.0,0.0,7,0,1,1
jayvicsanantonio,5.0,0.0,0.0,10,21,1,2
aftersnow,10.0,0.0,0.0,12,14,1,3
ribbleca,0.0,0.0,0.0,2,1,1,5
himanshuchandola,23.0,0.0,0.0,5,0,1,1
AumGediya,0.0,0.0,0.0,2,0,1,0
zhandouxiaojiji,109.0,223.0,78.0,8,0,1,1
hanyslmm,7.0,0.0,0.0,8,1,1,1
dtacci,0.0,0.0,0.0,13,0,1,1
FloresaZogaj1,1.0,0.0,0.0,2,0,1,1
hulloitskai,76.0,3.0,1.0,14,15,1,1
Imhermes1,0.0,1.0,0.0,5,0,1,1
cephalization,48.0,3.0,0.0,12,0,1,1
charleschen04627,0.0,0.0,0.0,6,0,1,1
Falzz1010,13.0,0.0,0.0,5,9,1,3
jasonkopacz,25.0,0.0,0.0,7,0,1,1
pujapapney-college,1.0,0.0,0.0,2,0,1,1
dfranusic,9.0,0.0,0.0,14,8,1,0
parkjisun2,0.0,0.0,0.0,4,0,1,1
daleparr,0.0,0.0,0.0,8,0,1,1
OAlkatheeri,0.0,0.0,0.0,3,0,1,1
manatea25,0.0,0.0,1.0,1,1,1,1
pentoshi007,0.0,0.0,0.0,6,0,1,1
Zattoploss,0.0,0.0,0.0,5,0,1,1
NastiRS,2.0,0.0,0.0,4,1,1,1
tarachandpari,1.0,0.0,0.0,3,0,1,1
safwan-ms,3.0,0.0,0.0,2,0,1,1
nickscamara,601.0,0.0,0.0,10,0,1,1
benjamin-kraatz,3.0,0.0,0.0,7,1,1,1
Op0000,1.0,0.0,0.0,4,0,1,1
5dpj,0.0,0.0,0.0,1,0,1,1
Armanul46,4.0,0.0,0.0,7,0,1,1
jzLooning,3.0,2.0,0.0,6,0,1,1
diegocabral,0.0,0.0,0.0,14,0,1,1
soheilgithub,2.0,1.0,0.0,7,7,1,2
forliny,3.0,0.0,0.0,8,0,1,1
Ajay19092003,0.0,0.0,0.0,4,0,1,1
akshitpatel,0.0,0.0,0.0,11,0,1,1
Nisash321,0.0,0.0,0.0,2,0,1,1
korybantes,160.0,3.0,1.0,4,1,1,2
liberty24000,0.0,0.0,0.0,1,0,1,1
Julien-G-Man,1.0,2.0,1.0,1,5,1,1
saitejagouru1291,0.0,0.0,0.0,2,0,1,1
tanush278,0.0,0.0,0.0,1,0,1,1
maggiejsong,0.0,0.0,0.0,3,0,1,1
felixdulfer,4.0,2.0,0.0,14,16,1,1
elie222,1066.0,8426.0,934.0,14,5,1,1
sumeruchat,0.0,0.0,0.0,2,0,1,2
Vishnu-Das,1.0,0.0,0.0,8,0,1,1
USER839-3,0.0,0.0,0.0,3,1,1,1
radhakrishna131,0.0,0.0,0.0,1,0,1,1
vsayala,0.0,0.0,0.0,8,0,1,1
abhishekloiwal,0.0,0.0,0.0,12,0,1,1
manikantat693,0.0,0.0,0.0,1,0,1,1
Jobi-Abraham-George,0.0,0.0,0.0,6,0,1,1
TKCKhulu,0.0,0.0,0.0,1,0,1,1
darrell-tw-martech,0.0,0.0,0.0,1,0,1,1
Eblan4ikRK,0.0,0.0,0.0,4,0,1,1
11612x,0.0,0.0,0.0,2,0,1,1
khallendevs,0.0,0.0,0.0,6,0,1,1
TuxTu,0.0,0.0,0.0,8,0,1,1
Kshitij-Jain99,0.0,0.0,0.0,3,0,1,1
guysolan,4.0,0.0,0.0,7,0,1,1
OsmanElsaid,0.0,0.0,0.0,1,0,1,1
surafelwondimagegn,24.0,0.0,0.0,4,0,1,1
coolDad7777,0.0,0.0,0.0,6,0,1,1
pathik705,2.0,0.0,0.0,3,0,1,1
ejstreet,1.0,0.0,0.0,12,0,1,1
forrestwilkins,39.0,0.0,0.0,13,1,1,1
yuvg03,3.0,0.0,0.0,3,0,1,1
MuhammadRidwan01,4.0,0.0,0.0,3,0,1,1
Rohit-48,10.0,0.0,0.0,4,0,1,1
benjamin-berhault,5.0,0.0,0.0,12,0,1,1
joseamador0898,1.0,0.0,0.0,9,1,1,2
yunuss5461,0.0,0.0,0.0,3,0,1,1
nishwal-kotian,0.0,0.0,0.0,6,0,1,1
Ozzy201,1.0,0.0,0.0,8,0,1,1
Lucifxrd,1.0,0.0,0.0,6,0,1,1
is0060hf,3.0,0.0,0.0,13,0,1,1
MartinPTielemans,1.0,1.0,0.0,8,0,1,1
Utkarsh22231,0.0,0.0,0.0,1,0,1,1
joopedroe,7.0,0.0,0.0,8,0,1,1
AlperenC0de,0.0,0.0,0.0,1,0,1,1
Benjamin608608,0.0,0.0,0.0,5,0,1,1
varshinikasireddy,0.0,0.0,0.0,3,0,1,1
waruhachi,52.0,0.0,0.0,2,0,1,1
HelloWaord1,0.0,0.0,0.0,2,0,1,1
HarshalMahajan-07,0.0,0.0,0.0,1,0,1,1
bhabajit12345,0.0,0.0,0.0,1,0,1,1
msbugra,0.0,0.0,0.0,2,0,1,1
CowleyCZE,0.0,0.0,0.0,2,0,1,1
terragon-labs[bot],0.0,0.0,0.0,1,8,1,27
krystophny,27.0,0.0,0.0,17,11,1,3
DrunkOnJava,1.0,0.0,0.0,3,12,2,1
takeshishimada,7.0,1.0,0.0,14,38,1,1
kojiromike,53.0,0.0,0.0,14,0,1,1
Fank,118.0,0.0,0.0,14,25,1,2
S-Corkum,0.0,3.0,2.0,9,54,1,2
mrccode,0.0,0.0,0.0,13,0,1,1
tphakala,30.0,464.0,37.0,12,29,1,1
MarkusWilliamsDev,2.0,0.0,0.0,6,0,1,1
sasakama-code,0.0,0.0,0.0,6,40,2,2
