real_human_author,pull_request_id,comments_by_human_maintainers
matecsaj,3238111157,1
davideicardi,3117915292,1
arktoswb,3122330329,1
SVilgelm,3148184085,1
jcstein,3114616573,1
MarcelMo,3263154781,1
simongdavies,3077057256,1
GuyZH,3266983404,1
elie222,3138324206,1
Joost-Jens-Luminis,3088414107,1
timovv,3098769460,1
ericclemmons,3105401237,1
dallinbentley,3203075612,1
aishwaryabh,3095409522,1
dthaler,3209484916,1
mtrezza,3221112155,1
mtrezza,3210076893,1
XinyueZ,2855657962,1
Mr-Quin,3241810861,1
NamrataRade,3115039109,1
tommy-ca,3205839196,1
osori,3184801920,1
mtrezza,3224515512,1
alvaropastor7,2847911595,1
Youssef1313,3208129291,1
murphyatwork,3259947208,1
monilpat,3148054400,1
jpayne3506,3125976499,1
kendfss,3082257267,1
cibbia,3204875895,1
panarch,3164993186,1
tcpr1,3165375341,1
dkrivoruchko,3124539056,1
sam-goodwin,3139065611,1
Jarred-Sumner,3124507979,1
luoling8192,3186252799,1
eliottlebot,3236314925,1
jason-curtis,3207423060,1
abiteman,3202640068,1
Benjin,3209766600,1
kolaente,3139801609,1
partouf,3132009446,1
Strech,3142760195,1
AlexanderRoderickMODINI,3130637883,1
wei,3075942194,1
panarch,3145503056,1
mtrezza,3225060615,1
bobzhang,3142406085,1
DanielSinclair,3138209162,1
Jarred-Sumner,3101663583,1
ArthurZucker,3092649302,1
mitchdenny,3099000220,1
TethysPlex,3146000369,1
Jarred-Sumner,3098878200,1
transphorm,3225912771,1
wtfsayo,3070970659,1
shaypal5,3231756516,1
simonw,3241371872,1
Jarred-Sumner,3099049708,1
mtrezza,3232428398,1
h3llolovely,3256451757,1
elbruno,3092135642,1
infinity0,3221628763,1
adeebshihadeh,3081289929,1
mtrezza,3204831069,1
FrancescoBorzi,3171797950,1
pascalwhoop,3276001830,1
jinek,3267468329,1
SerCeMan,3141912459,1
nicarq,3157990704,1
patmmccann,3201003233,1
pu2clr,3134528355,1
ReneWerner87,3094720463,1
voku,3145927714,1
VerisimilitudeX,3070204500,1
ThomasRaoux,3218068148,1
marsninja,3119192259,1
pavpanchekha,3138546481,1
callicles,3075430961,1
panarch,3145399987,1
claudfuen,3177522638,1
timlenardo,3129172469,1
PupilTong,3187951702,1
alanlujan91,3075009767,1
bobzhang,3162072065,1
toyamarinyon,3085703704,1
St0rmBr3w,3078862418,1
EK-TL,3147844988,1
jxnl,3088173646,1
areibman,3138549347,1
DTTerastar,3117282678,1
saif-cclock,3034597936,1
oioki,3158034133,1
robinkarlberg,3203756006,1
Jarred-Sumner,3193436698,1
Jarred-Sumner,3098925817,1
yumc-afk,3075375258,1
kentcdodds,3226788461,1
oguzserdar,3037650945,1
AnderMichael,2913988951,1
dangmanhtruong1995,3185497448,1
Dseal95,3115342105,1
aaronvg,3135420284,1
HenriqueAJNB,3048744521,1
olsonbd,3221539291,1
JeanMeijer,3232259392,1
YDS854394028,2948931707,1
VictorCostaOliveira,3044194711,1
xpluscal,2840202434,1
cb-fhillenbrand,2890563538,1
saminacodes,3217128982,1
patrickviet,3273148562,1
louis030195,3244010965,1
wzdavid,3250968333,1
harupy,3195598738,1
joamag,3134945953,1
panarch,3132088642,1
amorey,3118911383,1
wargoblin,3071986443,1
in-noob,3253110638,1
bobzhang,3225472958,1
elie222,3133978465,1
Jarred-Sumner,3098857131,1
mtrezza,3216380527,1
wassemgtk,3071250357,1
gabime,3205641594,1
majd-alhafi,3154423776,1
rlancemartin,3074574690,1
otoolep,3224542009,1
mingxin-zheng,3170984903,1
danielstrimitzer,3219766312,1
mvisonneau,3136182980,1
koculu,3145299781,1
Franz-Fischbach,3133664345,1
Rello,3073518886,1
ljones140,3196609446,1
rgerhards,3211363329,1
avifenesh,3179741354,1
DawMuld,3199904124,1
anyacherniss,3138426975,1
davidfowl,3142906741,1
xyz-fish,3215274152,1
trask,3203475267,1
SandPod,3117591035,1
gaby,3121603815,1
richiemcilroy,3085814797,1
moose-code,3121444719,1
dkundel-openai,3158903949,1
marsninja,3105328504,1
vhvb1989,3150780897,1
panarch,3165047796,1
kolaente,3139756008,1
will-bogusz,3243449397,1
Rello,3128146951,1
bobzhang,3199368046,1
buddhika75,3265334651,1
patmmccann,3223043473,1
jdx,3228765275,1
wtfsayo,3071832691,1
inem,3168932277,1
c3rb3ru5d3d53c,3245382133,1
Vidit-Ostwal,2998444772,1
tynes,3141621960,1
timostamm,3030162879,1
louis030195,3086900671,1
nornagon,3224743013,1
pierskarsenbarg,3230307499,1
lmeyerov,3262310380,1
panarch,3160208448,1
jamesros161,3253374553,1
bcallender,3229710961,1
lmeyerov,3267605140,1
AtlantisPleb,3271988317,1
tphakala,3206889625,1
cbrane,3275097396,1
transphorm,3207169469,1
alanlujan91,3074955570,1
bobzhang,3272658146,1
geohot,3169728295,1
rgerhards,3225609696,1
Alan-Jowett,3200243112,1
mtrezza,3225984823,1
ericnakagawa,3155118220,1
lalalune,3085512966,1
FieteO,3250549842,1
Jarred-Sumner,3166336743,1
Equationzhao,3201598720,1
midudev,3074656894,1
tphakala,3212206965,1
schochastics,3218463719,1
deepracticexs,3226475067,1
ReneWerner87,3226500749,1
kburtram,3087206035,1
alexgshaw,3203240366,1
buddhika75,3137778879,1
AtlantisPleb,3267110060,1
buddhika75,3128266425,1
edeNFed,3134916970,1
srinathsetty,3164536058,1
dlwh,3152162209,1
buddhika75,3123336466,1
lukaszsamson,3135026305,1
obi1kenobi,3148048568,1
wintonzheng,3086912526,1
obi1kenobi,3148010785,1
irl-ops,3144002766,1
macalbert,3107487935,1
chbussler,2840948389,1
vibhansa-msft,3145680961,1
jbcutting,3076114345,1
mdjastrzebski,3229923825,1
baywet,3176443941,1
xoriuz,3243017418,1
tphakala,3188858394,1
xerial,3127930821,1
jcstein,3189541266,1
hardikbhalodi,3116676085,1
istarwyh,3226434542,1
samdark,3269845148,1
ruvnet,3203032594,1
davino19,3176200393,1
mikeharder,3146392650,1
joshblack,3150387821,1
SilenceZen,3269741497,1
Youssef1313,3150188181,1
vrdevendra,3232689105,1
brianrob,3104056039,1
andrewn3,2763242692,1
tphakala,3193198936,1
SasCezar,2876006908,1
sbenthall,3260016636,1
sakunkun,2909659644,1
thrasher-,3237746082,1
TeddyCr,3223526987,1
PureWeen,3176708658,1
pierotofy,3213303702,1
nasuka,3082303429,1
btobio-switchfly,3020688007,1
sfmskywalker,3088415850,1
sabaul,3039769863,1
fortunkam,3182154514,1
jamiefones,3175557140,1
riderx,2910040277,1
Stliin,3093822785,1
DonnieBLT,3080647423,1
dbolser,3215091074,1
jxnl,3098934526,1
guptadikshant,2934358328,1
wtfsayo,3222136858,1
jaimesalazarlahera,2840453828,1
iniwap,2942377866,1
omieee,2836434163,1
mikhail,3049856720,1
harupy,3175209026,1
elie222,3124493699,1
patricktu2,2886874246,1
raineorshine,3105374615,1
marliessophie,3208732840,1
abremard,3207365350,1
mdjastrzebski,3178427527,1
amdjedbens,2946639660,1
sharnoff,2989240606,1
mschile,3260533635,1
alexr00,3176385565,1
shahargl,3130631260,1
souravdutta999,3102548800,1
Luodian,3193101857,1
willccbb,3232677343,1
vienthuong,3211901051,1
ogabrielluiz,3200914224,1
madsnedergaard,3161958337,1
xerial,3111277015,1
thebuilder,3225613836,1
wtfsayo,3222139828,1
meganrogge,3172651928,1
Rora,3122560804,1
joaomoreno,3134927763,1
steveruizok,3189665176,1
Michaelvll,3224637642,1
krystofwoldrich,3143270588,1
mtrezza,3225142813,1
markokraemer,3235734906,1
yujiang,3230657224,1
philz,3135315114,1
saminacodes,3227338842,1
evan-forbes,3141839638,1
drewstone,3192862512,1
Jarred-Sumner,3132195957,1
dmitriyshashkin,3087052865,1
abuaboud,3138133342,1
dmpetrov,3214155987,1
elie222,3138324128,1
cyraid,3140788127,1
hsheth2,3217210730,1
patmmccann,3189776043,1
danwalmsley,3243455777,1
pavpanchekha,3127512406,1
jhaoming-oai,3080749324,1
patmmccann,3183048115,1
saminacodes,3214500412,1
DanielSinclair,3119869229,1
panarch,3184948232,1
rutmehta,2943518678,1
Murderlon,3195465753,1
rahulchhabria,3225400623,1
transphorm,3207231669,1
bmiciano1,3190507423,1
iamrajjoshi,3135538721,1
dsp-ant,3114327280,1
shamoon,3196906611,1
leoafarias,3125202164,1
bobzhang,3136148317,1
icedac,3111420697,1
roninjin10,3138387778,1
Jarred-Sumner,3183027227,1
pierredewilde,3206405036,1
davidvasandani,3272397381,1
manni07,2854640179,1
mldangelo,3157800721,1
Pierre-LouisBJT,3253416818,1
devgony,3204343027,1
mtrezza,3245641273,1
panarch,3145969907,1
tamnd,3204361744,1
timlenardo,3119325967,1
danielweinmann,3077283376,1
shrisukhani,3070319480,1
tarekgh,3074847860,1
JeanMeijer,3152972344,1
creatorrr,3077291941,1
VerisimilitudeX,3078923455,1
JeanMeijer,3152973344,1
Producdevity,3245280301,1
rebelchris,3191025642,1
qingyun-wu,2819976295,1
Ashwinmrao3,3132981155,1
Jarred-Sumner,3166335767,1
solveforceapp,3177029068,1
raphaelmansuy,3241451851,1
thewahome,3151002300,1
buddhika75,3131852028,1
Skn0tt,3075883869,1
saracarl,3216764714,1
atkrad,3130431296,1
mldangelo,3107786602,1
pxor,3121879265,1
bpasero,3128551483,1
kristapratico,3079097121,1
itsababseh,3088609682,1
dvcrn,3113913072,1
rgerhards,3152161950,1
tomhrr,3156375151,1
Mayflower7482,3263152577,1
owenchak-oai,3112194562,1
Muennighoff,3201061352,1
harupy,3090023166,1
rickwierenga,3101797737,1
Vidit-Ostwal,2887687817,1
salbahra,3070202512,1
PureWeen,3185379935,1
VerisimilitudeX,3084191842,1
elbruno,3103681169,1
tamirkamara,3183108512,1
MartyIX,3135307315,1
jpetey75,2802903114,1
leoafarias,3125725457,1
cssjoe,3161177094,1
Jarred-Sumner,3088785176,1
claudfuen,3177568555,1
tbennun,3094503633,1
NamrataRade,3105952937,1
sshane,3131530969,1
narenaryan,3161165045,1
patmmccann,3087466454,1
rach-id,3180443475,1
grendello,3187819011,1
transphorm,3204172312,1
maxkochanoff,3002994401,1
CX330Blake,3193668341,1
MaryGao,3132822907,1
alexthuth,3075082298,1
claudfuen,3122290925,1
patmmccann,3124839584,1
mtrezza,3239334576,1
rach-id,3203390565,1
panarch,3145969022,1
toyamarinyon,3085685255,1
conico974,3155910859,1
marsninja,3105363331,1
Jarred-Sumner,3074410301,1
Pierre-LouisBJT,3082973232,1
davidfowl,3222379511,1
kolaente,3134593130,1
Jarred-Sumner,3119705765,1
pierrevalade,3118694081,1
timlenardo,3101812256,1
leoafarias,3125286501,1
nicarq,3106592751,1
panarch,3266663336,1
thorek1,3166114527,1
austinpray-mixpanel,3173691783,1
legion2002,3160653118,1
patmmccann,3114897844,1
Tyriar,3120635827,1
johnlokerse,3074744894,1
NewFuture,3187500910,1
ArinGhazarian,3126429703,1
flcdrg,3146907384,1
OctavianTheI,3117269260,1
plastron-barnacle,2819377735,1
jessefarinacci,3213015867,1
noahfalk,3254436323,1
thorsten,3206330418,1
sandersn,3130361498,1
roryaronson,3164082308,1
ArthurZucker,3093387507,1
gewarren,3078039964,1
benoit-cty,3195676820,1
RajashekarRaju,3206465812,1
gaby,3100296885,1
roman-garcia,3236315986,1
meganrogge,3122686039,1
tankerkiller125,3212710808,1
8clever,3161761469,1
agoston-roth,3138102803,1
avivanoff,3265150357,1
KrzysztofCwalina,3157499461,1
rmarinho,3165912628,1
Galadrin,3125187340,1
PontyPandySam,3172647828,1
davidfowl,3255139387,1
KarthikRajaKalaimani,3245826488,1
skofman1,3164460402,1
Chrisissorry,3077533825,1
harupy,3120162244,1
PureWeen,3175381820,1
jorgemgomes,3223609660,1
tanaylakhani,3147372193,1
afscrome,3074768049,1
MrHinsh,3182328525,1
AndreasBoehm,3230720468,1
jkwak-work,3241641326,1
Caroline-99,3253108819,1
sabareesanms,3276342569,1
rolznz,3216175364,1
timburgan,3128948216,1
alexanderweiss,3252598985,1
aavetis,3109997644,1
mathieu-stennier,3194874368,1
toyamarinyon,3079045834,1
alii,3172721573,1
Evangelink,3262466495,1
diareuse,3255147917,1
ericstj,3074803753,1
ulugbekna,3219114950,1
drjgray,3074690649,1
pksjce,3254485322,1
mattleibow,3084559020,1
pfgithub,3101812905,1
rickwierenga,3244668222,1
VerisimilitudeX,3071085605,1
Chemaclass,3105310912,1
jr-dimedis,3091528139,1
Yukaii,3148391336,1
patmmccann,3087515831,1
CharlVS,3270065601,1
Jameswlepage,3070986423,1
rahulkm22,3118970869,1
dlwh,3213880763,1
lucasrodes,3079516729,1
ilyabo,3162886027,1
DonnieBLT,3118450017,1
TiRizvanov,3150977865,1
markrichardson,3265408866,1
MSNev,3197138491,1
JLHwung,3169619128,1
ji1145,3247257395,1
satococoa,3142793429,1
mtrezza,3224616004,1
voku,3146466795,1
louwers,3203792018,1
thorek1,3120368363,1
doodlum,3241523087,1
pardeike,3070606286,1
Rennefeld,3119582742,1
Sustrak,3083673631,1
Jarred-Sumner,3106534881,1
mtrezza,3225220047,1
Jarred-Sumner,3102130431,1
CharlVS,3269622044,1
ArcturusZhang,3085576350,1
Morteza-arifi,3115680597,1
VerisimilitudeX,3070200617,1
robinkarlberg,3204644354,1
BeArchiTek,3196278450,1
patmmccann,3188708808,1
alehander92,3101061555,1
lisachenko,3218668999,1
simonw,3155083486,1
jeremyfowers,3257032895,1
pablocesa,3088419461,1
leonardsellem,3124200228,1
azusa-dom,3125821877,1
tonymeehan,3123082755,1
panarch,3184948003,1
v-amorim,3192795499,1
timmo001,3189049757,1
mtrezza,3239271030,1
w0rp,3176781777,1
JonnyBurger,3147432956,1
simonw,3240937348,1
LaurentLesle,3172566371,1
roryaronson,3164002542,1
Tyriar,3100232240,1
Rello,3225504083,1
Enteii,3230823230,1
LeoNicatot,3227271477,1
aavetis,3095115214,1
claudfuen,3101254351,1
ivoanjo,3143077608,1
obie,3158776739,1
shige,3097615893,1
SebastianSzturo,3072088419,1
ishaan-jaff,3127601737,1
strickvl,3162242238,1
jcstein,3213009297,1
nhat-nguyen-airbnb,3178007458,1
SakeTao,3128617960,1
Manav-Aggarwal,3181044499,1
Kitenite,3196929641,1
myzie,3206984257,1
alexan,3218281539,1
mikeldking,3225560842,1
Jarred-Sumner,3167273719,1
Tyriar,3125682958,1
iuwqyir,3229388782,1
xixiwenxuanhe,3206426027,1
jonallured,3138027382,1
DaveSkender,3116895996,1
bobzhang,3254655900,1
rabbitism,3261881244,1
Jarred-Sumner,3164861006,1
claudfuen,3182983420,1
willccbb,3201181693,1
louis030195,3134576040,1
nswarm,3138077745,1
asehmi,2855893938,1
HaohanTsao,2995689340,1
pedropmartiniano,2763610953,1
lukasoppermann,3134530187,1
redvelvets,2968933490,1
MentatRus,3236322926,1
iancooper,3198864389,1
boyan01,3250850704,1
btsgh,2780170863,1
Juanchoalric,2972524125,1
whitphx,2911658463,1
NiuBlibing,3116730116,1
drfarrell,3244677330,1
bzbetty,3174426695,1
burakku,3223924413,1
rochacbruno,3211935118,1
tac0turtle,3172617064,1
rainersigwald,3137086624,1
matheusmaldaner,3210633319,1
harupy,3268294728,1
PatrickLang,3101996874,1
tomasherceg,3103083526,1
TylerLeonhardt,3146955761,1
Frulfump,3156664492,1
MiklosPathy,3218296696,1
azure-sdk,3154999886,1
tepi,3192221805,1
isuruhettiarachchi,3197988976,1
harupy,3164935344,1
wmmc88,3135452361,1
r3m0t,3154899801,1
mrsharm,3085012827,1
archiecobbs,3192180228,1
raineorshine,3142738839,1
bernardnormier,3104484297,1
Tyriar,3212546999,1
mrleemurray,3263037151,1
grendello,3195268003,1
tixxwp,3165199330,1
DonJayamanne,3134901959,1
lkostrowski,3272707390,1
VincentBu,3108299845,1
tzdybal,3231247633,1
isidorn,3146958127,1
buddhika75,3147653147,1
davidfowl,3251416645,1
htyxyt,3221791587,1
twelve-cgn,3170428337,1
jongalloway,3247152239,1
dkundel-openai,3145100825,1
kolaente,3133087205,1
ruibaby,3272405225,1
sandrohanea,3203992091,1
lionello,3190394825,1
hjanuschka,3164503419,1
thomaspaulmann,3076603836,1
bernardnormier,3104487409,1
toyamarinyon,3082659908,1
peter-lawrey,3116534114,1
drobbins-ancile,2915517113,1
pfgithub,3101804659,1
NikolajBjorner,3164475250,1
EunjuYang,3250808281,1
ay-rod,3212389407,1
jdx,3228763432,1
willccbb,3232422158,1
Overtorment,3226376913,1
drakesmith3,3235022042,1
nohwnd,3077273873,1
nsbarsukov,3236312807,1
patmmccann,3134498870,1
jerry-enebeli,3165010598,1
benglewis,3192381117,1
DDunc,3151798896,1
pierrevalade,3151417796,1
gewarren,3163071696,1
you112ef,3236131306,1
marcklingen,3189869976,1
MagMueller,3185356100,1
harupy,3102790603,1
transphorm,3186334732,1
jonathanpeppers,3183510444,1
imperorrp,2978149205,1
bobzhang,3172070334,1
jamesros161,3173073157,1
Jarred-Sumner,3166343377,1
tluck,3255287375,1
sberan,3134946540,1
Jarred-Sumner,3102172513,1
virtualkarthik,2940433129,1
nicarq,3138812304,1
wjkennedy,3270507143,1
RokeJulianLockhart,3170056340,1
gabek,3227311781,1
derluke,3143420631,1
rickwierenga,3098694860,1
trevorcreech,3069751471,1
ManishaC1,3141911468,1
naveenthontepu,2779809128,1
j4mie,3070454996,1
jackweinbender,3264876660,1
Jarred-Sumner,3101747408,1
lazzyms,3082784109,1
ValarDragon,2905748105,1
VerisimilitudeX,3070201225,1
leoafarias,3125290242,1
IsabelleLussier,3131467140,1
panarch,3135421000,1
babula38,2878438336,1
wwood,3234571524,1
Programmer-RD-AI,2923735518,1
oai-ragona,3077315151,1
Tyriar,3118957301,1
softmarshmallow,3102261792,1
rgerhards,3262769382,1
dcramer,3131060601,1
Jarred-Sumner,3099378945,1
rmarinho,3157523410,1
IanHollow,3210449896,1
gabek,3226305866,1
Jarred-Sumner,3132266803,1
ishaan-jaff,3131698049,1
dylankerr-bis,3263074697,1
Arenukvern,3105464054,1
pfgithub,3101809025,1
leerob,3071115751,1
nickskalkin,2916677326,1
lmeyerov,3267602007,1
arkavo-com,3141541564,1
brenocq,3245158095,1
lgallard,3165124447,1
georgewrmarshall,3244090776,1
aurexav,3154921173,1
mikeldking,3244989711,1
JonnyBurger,3149019667,1
ivanovmg,3143303411,1
patmmccann,3230202013,1
NateRadebaugh,3090674766,1
will-holley,3134783539,1
fisker,3169215423,1
szgz,3093824141,1
Southclaws,3262410301,1
almofada1,3139032599,1
rm-openai,3116167999,1
mldangelo,3085149115,1
obi1kenobi,3148328836,1
martypitt,3184960268,1
pragnya17,3100956703,1
rach-id,3272467918,1
NikolajBjorner,3223072540,1
schallm,3137713389,1
harupy,3207316127,1
arkavo-com,3144015338,1
lc-guy,3183850517,1
johncrim,3078383974,1
denispaluca,3144072008,1
mrwbkrm,3178242104,1
alexr00,3228266614,1
christianhelle,3144412769,1
paulelong,3232711427,1
mo-amzn,3231937964,1
ngenovese11,3261634453,1
kalalvishal,3258858919,1
ManishaC1,3176615444,1
inisis,3160620876,1
philnach,3161011376,1
kuldeepsinghkarki,3093701426,1
bamurtaugh,3137739584,1
JonnyBurger,3167637467,1
VivianNK,3141778993,1
avifenesh,3231947579,1
GuoshuaiZhang0914,3028324419,1
lepagea01,2895840786,1
thinkcybercloud,2833722888,1
germainelee,3090455062,1
panarch,3164989143,1
Jarred-Sumner,3106544865,1
anupriya13,3258683661,1
dweindl,3179668749,1
collinbarrett,3271811761,1
alorbach,3259688737,1
superhx,3201677474,1
katty0324,3256425266,1
VerisimilitudeX,3084191033,1
Jarred-Sumner,3166348724,1
PierreGode,3149273009,1
marrej,3208198363,1
OrAsaf,3157281567,1
Jarred-Sumner,3099224183,1
houghtonweihu,2908671322,1
MihaiCristianCondrea,3226471582,1
steveruizok,3128721443,1
tannerlinsley,3244499677,1
MentatRus,3236323150,1
patrick-ogrady,3075299690,1
owenpearson,3171332332,1
FFroehlich,3078158761,1
takenagain,3132751132,1
MaxKless,3105305807,1
hanson-openai,3069384523,1
willccbb,3266377001,1
timlenardo,3129103017,1
PichuChen,3116518066,1
EricLBuehler,3089288842,1
jayhack,3196771132,1
obi1kenobi,3155257044,1
sserrata,3183606351,1
bobzhang,3194643007,1
creatorrr,3076886356,1
FrancescoBorzi,3167993147,1
marsninja,3104732630,1
bobzhang,3186130281,1
pfgithub,3101821591,1
undsoft,3115142978,1
Michaelvll,3099012858,1
dlwh,3268065151,1
acco,3131785378,1
hurricup,3116664132,1
bernardnormier,3104486019,1
benrr101,3135071104,1
ruyadorno,3199871502,1
joaomoreno,3188877163,1
evan-forbes,3186627968,1
srinathsetty,3175849392,1
karpikpl,3210965204,1
CharlVS,3239854077,1
alehander92,3110902803,1
Patronos,3184846271,1
GuillemGuipo,3244431981,1
vhvb1989,3078743268,1
junior19a2000,2814132697,1
ChrisDelClea,3169467908,1
bt-Knodel,3076452714,1
rickwierenga,3101528641,1
poppingmoon,3190402791,1
carlsverre,3174087198,1
FFroehlich,3077993917,1
panarch,3177707166,1
simonw,3241310838,1
bobzhang,3218648894,1
rgerhards,3145510800,1
ilyabo,3162777050,1
gaby,3151828698,1
panarch,3142660282,1
bbenz,3200306501,1
lzell,3152014657,1
jensneuse,3082532555,1
djwhitt,3089292949,1
transphorm,3278146408,1
transphorm,3207275560,1
nicarq,3108329883,1
JeanMeijer,3220764950,1
lollipopkit,3127839399,1
kzu,3236293441,1
panarch,3152320431,1
dlwh,3209779447,1
wtfsayo,3070968318,1
steipete,3225134841,1
simonw,3244475619,1
dereklegenzoff,3115599309,1
rgerhards,3127291716,1
michabbb,3239327534,1
toyamarinyon,3097147274,1
shige,3115929855,1
Jarred-Sumner,3206451713,1
lollipopkit,3119037956,1
nunocoracao,3164480888,1
alexthuth,3074921265,1
mtrezza,3225035054,1
scosman,3129032116,1
RTLS,3184193699,1
Jarred-Sumner,3074473153,1
KMKoushik,3119640065,1
azure-sdk,3084885498,1
karann-msft,3160996272,1
CymatiStatic,3148005340,1
bobzhang,3136125927,1
thorek1,3134305208,1
Jarred-Sumner,3072006930,1
cat-stack-boop,3126491090,1
abonie,3130053265,1
marmor7,3075600718,1
codersaur,3204148886,1
sgb-io,3262537529,1
ishaan-jaff,3275293222,1
TodePond,3192688685,1
MaxKless,3199161790,1
bhavanesh2001,3196526198,1
sanchitram1,3158079001,1
sordonia,3219342467,1
rahulchhabria,3130800513,1
jdx,3246516750,1
elbruno,3121381331,1
baronfel,3151242547,1
simonw,3115637332,1
rainersigwald,3086985638,1
turian,3185481932,1
AtlantisPleb,3258270000,1
rahulchhabria,3129067471,1
willccbb,3201428116,1
zjmwqx,3089009485,1
riderx,2914387943,1
samcarey,2814132697,1
leighmcculloch,3088332858,1
YDS854394028,2892892782,1
andrewn3,2763395657,1
AlekSi,3237862514,1
hualess,3173713361,1
jobenjada,3173325969,1
WoBuGs,2895789917,1
Youssef1313,3262414990,1
pylanglois,2855564745,1
HarikrishnanK9,3012737338,1
tomhrr,3151439757,1
John-Pywell,3119439813,1
lukhipolito-nexxbiz,3202743034,1
Tyriar,3188777808,1
LiliDeng,3174604777,1
harupy,3148655251,1
Tyriar,3122232574,1
tamirkamara,3178309782,1
abonie,3099639511,1
rebornix,3134901340,1
janinternet,3253080014,1
xxzzgg,3208545494,1
diberry,3189773161,1
B-Step62,3119695737,1
six7,3077094653,1
0xkarmacoma,3161413967,1
RyanCavanaugh,3172653799,1
GlitchedCode922,3203611416,1
dmankotia,3198374664,1
RajChowdhury240,3213210874,1
edgBR,3080107491,1
idangabbay564,3078460436,1
estruyf,3120854116,1
pepone,3139720497,1
evan-forbes,3179462117,1
xerial,3104621101,1
AErmie,3132499772,1
nea89o,3205891769,1
chrxh,3199875911,1
auduchinok,3076559097,1
GMPrakhar,3253059537,1
mdlufy,3236326288,1
sanjushahgupta,3160442436,1
six7,3125046151,1
jnsdls,3098814326,1
cesaryuan,3134342673,1
rgerhards,3225416831,1
live1206,3210836309,1
waterplea,3236327722,1
tomohisa,3257241051,1
francinelucca,3080995192,1
nikolovlazar,3157604909,1
arktoswb,3122455352,1
Rello,3249668322,1
rgerhards,3143005330,1
pierrevalade,3148216316,1
Jarred-Sumner,3183021016,1
drobbins-ancile,2926341856,1
georgebe,3074068344,1
zinyando,2850852315,1
praveenkuttappan,3105594201,1
madhuhanlin,2846355330,1
SteveZhengMe,3028627060,1
chenggangqcg,2870333037,1
Mike-E-angelo,3099296955,1
tomhrr,3149766916,1
ctseng777,2939327802,1
gagb,3075267356,1
claudfuen,3177631556,1
limichange,3201180594,1
Pratik-Kumar-Cse,3222537930,1
ciekawy,3242404511,1
louis030195,3244192229,1
lucis,3161682874,1
buenaflor,3273039386,1
mishushakov,3256705149,1
steveruizok,3189226179,1
bigdrum,3134312388,1
raineorshine,3105376649,1
willccbb,3201813962,1
RyanCavanaugh,3126455905,1
willccbb,3266348344,1
lutzroeder,3074778952,1
JoshFerge,3213281518,1
mtrezza,3245800483,1
panarch,3152206408,1
msyyc,3161674567,1
ReneWerner87,3238922680,1
panarch,3153675491,1
vgcman16,3134558199,1
yeldarby,3072236629,1
VerisimilitudeX,3071149339,1
wassemgtk,3101459806,1
amori1729,3115374981,1
alehander92,3101062864,1
patmmccann,3087501239,1
VerisimilitudeX,3070554356,1
Rello,3071553702,1
zitrono,3212306696,1
Jarred-Sumner,3098874684,1
pablo-mayrgundter,3077878880,1
aavetis,3164630856,1
suchintan,3121392709,1
Jarred-Sumner,3098882419,1
bobzhang,3167344183,1
a0d00kc,3115085806,1
Chemaclass,3100338244,1
isaacphi,3037457814,1
jxnl,3226745710,1
kennethjiang,2888185420,1
panarch,3204250798,1
GoodBoyDigital,3124610640,1
greglg45,3246131762,1
panarch,3186944152,1
gvozdvmozgu,3143603400,1
benwbrum,3137864712,1
djwhitt,3176692506,1
RTLS,3184207183,1
VerisimilitudeX,3083867045,1
sanjushahgupta,3195643462,1
shige,3098979838,1
saracarl,3220572890,1
mantikoros,3223734844,1
benwbrum,3173234134,1
leoafarias,3125391922,1
bobzhang,3162259051,1
Him188,3073369414,1
timlenardo,3101601039,1
bobzhang,3168441733,1
pavpanchekha,3264387081,1
panarch,3187186314,1
bobzhang,3136113983,1
anguslees,3110366053,1
saracarl,3137939482,1
Jarred-Sumner,3166339601,1
karakanb,3129750975,1
Pistus,3242573009,1
Jarred-Sumner,3098927396,1
wjomo,3139032599,1
afadil,3115357809,1
rgerhards,3127143865,1
estsauver,3070963863,1
pidnee,3209650898,1
ArcturusZhang,3259093315,1
daniilmeranov,3155889109,1
djudjuu,3111447381,1
TheThirdComputer,3271948323,1
theztefan,3126427994,1
brianrob,3144376744,1
jamesgpearce,3078127004,1
vnbaaij,3135957211,1
pamelafox,3254916344,1
Jarred-Sumner,3102145216,1
thiennn,3096240534,1
swese44,3131064356,1
Jarred-Sumner,3131760803,1
KJ7LNW,3070047385,1
DonnieBLT,3075441185,1
bobzhang,3136806866,1
toyamarinyon,3072396145,1
christianhelle,3129543050,1
hakimio,3236326596,1
unclecode,3070204179,1
toyamarinyon,3082855667,1
nicarq,3094818979,1
wtfsayo,3070977591,1
ttarsi,3115588119,1
cshisol,3219404295,1
giovanniberi93,3224971113,1
DonnieBLT,3075374115,1
bobzhang,3161839979,1
lucasrodes,3087104040,1
andrew-welker,3253171720,1
vanschelven,3273378564,1
cementgobbler,3098219945,1
Jameswlepage,3070980311,1
martinschm,3263153297,1
radical,3137499692,1
nobu,3075020585,1
Evangelink,3076627900,1
radical,3122931038,1
netpirates,3075060544,1
ritchieng,3265518253,1
jrieken,3134916409,1
rossbulat,3132647605,1
mansukh-tj,3231408675,1
joeljkrb,3126374524,1
shaypal5,3218445618,1
aetos382,3247799753,1
salman1993,3094541178,1
creatorrr,3070968063,1
Jarred-Sumner,3098960961,1
