real_human_author,pull_request_id,comments_by_human_maintainers
Souptik18,3117257788,0
am0n666,3117262848,0
rolfovo,3117277559,0
AndreAlvesFreitasEngineer,3117291673,0
casalifrancesco98,3117291725,0
logerk46,3117297046,0
Inexplicable-YL,3117302633,0
kuldeepumaraiya,3117305244,0
visaruruqi,3117305954,0
alexDe8,3117314410,0
Jorge-GD,3117323989,0
MickeyBinnoon,3117327671,0
xdanielsb,3117329757,0
WP-JacksonLin,3117333557,0
Pecako2001,3117353833,0
mrcha033,3117357991,0
AygunVarol,3117358188,0
marzzelo,3117362839,0
Jonmegit,3117372061,0
olegromashkan,3117409650,0
nayeem-ahmad,3117413045,0
Lucian-Light-Truth,3117417254,0
IvanStarostin1984,3117418190,0
itschmid,3117420284,0
recepasl44,3117437181,0
Sukewarm,3117445728,0
tamnd,3117446404,0
theosanderson,3117446508,0
tlelean,3117452665,0
BalangaX,3117458847,0
SonChakity,3117460061,0
LucasAlves0,3117468318,0
XplorodoX,3117468665,0
VitorSchumacher,3117473358,0
rolfovo,3117480767,0
hamza5645,3117483437,0
VitorSchumacher,3117486120,0
scarryhott,3117488606,0
kokiSAT0,3117488646,0
mrcha033,3117498970,0
XplorodoX,3117507659,0
paninicho,3117510571,0
oBusk,3117517014,0
Artbeatcap,3117518034,0
FutureMUD,3117525241,0
marcelo-m7,3117533535,0
rgromano,3117547275,0
RehanAhmad13,3117547385,0
ifloofie,3117552384,0
antonyto02,3173342729,0
luckydizzier,3173341731,0
sureserverman,3173340691,0
jaidencode,3173339498,0
EnvrA,3173338738,0
bryanygan,3173331316,0
luckydizzier,3173326188,0
yahyabakleh12,3173326060,0
mak7on22,3173325907,0
TugrulKaraaslan,3173324821,0
zerofluxgiven,3173324459,0
zerofluxgiven,3173322723,0
rafalohaki,3173320657,0
0xCarti,3173319138,0
zerofluxgiven,3173318942,0
gnzjgo,3173316399,0
Deharath,3173313613,0
David-S-87,3173313624,0
DukeOfEtiquette,3173313053,0
zcm58,3173310658,0
vitaliiklim,3173305501,0
jaidencode,3173305464,0
luckydizzier,3173305066,0
trobert21,3173304990,0
saracarl,3173302656,0
electrum-bowie,3173302494,0
aalejandroaraujo,3173301052,0
turdjali,3173297625,0
creol,3173297046,0
ea2399,3173291277,0
nathan-wallace,3173290696,0
taiiach,3173290375,0
sefunmi4,3173288722,0
abdoallah,3173284778,0
At-Maag,3173283796,0
Krealer,3173282421,0
watsonpaul80,3173281389,0
slitzer,3173281294,0
JoJuStudio,3173277994,0
EnvrA,3173275163,0
deanypop72,3173274545,0
liamkernan,3173273436,0
MagnusMannes,3173271762,0
oaklandflyer,3173270147,0
slitzer,3173270078,0
print3git,3173265586,0
harritaito,3173264627,0
leifsummerfield,3173263139,0
deanypop72,3173262773,0
melsiddieg,3173259208,0
Teenasparagu,3173259193,0
antialias,3173257264,0
GoodHurtLifting,3173255463,0
harritaito,3173253890,0
rhum0ne,3173249271,0
ereal21,3173245103,0
zacdezgeo,3173242103,0
iofro,3173241802,0
deanypop72,3173239558,0
yahyabakleh12,3173238508,0
tradebotnan,3173237635,0
Ninvaxx,3173236593,0
Teenasparagu,3173236277,0
rreben,3173233842,0
0xCarti,3173233757,0
MilSmo,3173232932,0
iVortexx,3173231128,0
harritaito,3173229725,0
WonJayne,3173229628,0
bjgiudicessi,3173227867,0
print3git,3173227634,0
gwavin,3173225625,0
Azeez1,3173223009,0
ysanchezf,3173222006,0
robinwojcik3,3173221048,0
arttukataja,3173219694,0
coldworld22,3173219705,0
sw1029,3173219070,0
0ffG,3173218822,0
phawd,3173218500,0
kolaente,3173218179,0
slitzer,3173217358,0
abdoallah,3173214684,0
print3git,3173213600,0
zerofluxgiven,3173213447,0
nicklas-donde,3173213024,0
tradebotnan,3173212820,0
neednotapply,3173212418,0
ProjectsGm2,3173212176,0
atcasanova,3173208463,0
Lubodi-Code,3173204707,0
lwhela12,3173202912,0
Torantulino,3173202723,0
robinwojcik3,3173199737,0
Freddyslim,3173198969,0
lukebarhoumeh,3173196516,0
zcm58,3173195388,0
AgroxOD,3173192994,0
iamramakanthreddyk,3173190795,0
leynos,3204021551,0
chad-vogel,3204025039,0
Rob9999,3204025660,0
gabriel-legros,3204025933,0
Dylmoco,3204026484,0
orionasc,3204030689,0
DinisCruz,3204031204,0
benhook1013,3204034380,0
youdean,3204037591,0
ewebtechsuk,3204037667,0
ewebtechsuk,3204038489,0
Koden02,3204040435,0
buddhika75,3204044273,0
djav1985,3204044639,0
sriharshaguthikonda,3204044772,0
khevaria,3204044785,0
arthexis,3204045152,0
WetaSystemlogic,3204046929,0
hori-jonathan,3204046956,0
recalledz,3204047591,0
AlexBomber12,3204049525,0
markymark5127,3204049712,0
luckydizzier,3204050037,0
brentjlaf,3204052423,0
ernadosmic,3204053200,0
parhamfiroozi,3204053236,0
jumc1998,3162978741,0
HershyRozenfeld,3162978822,0
siilarsi,3162984685,0
aditissigh24,3162988771,0
vinhelysia,3162989670,0
ademisler,3162991337,0
eliotcougar,3162991603,0
hassd973,3162991916,0
Kuift,3162993806,0
jeelojacko,3162996650,0
JasperSmitz,3162998002,0
InnerMobius,3162998638,0
jumc1998,3162999598,0
Randipa,3163001303,0
niklasdathe,3163003125,0
TJ-2,3163016866,0
HarryOwen23,3163017946,0
Narendhiranv04,3163020970,0
jumc1998,3163023088,0
man-vu,3163025381,0
seutje,3163026610,0
wiatrM,3163027965,0
afukaya,3163028218,0
marcdevceo,3163047509,0
Deathsgift66,3163051372,0
RwdRo,3163052445,0
gjbex,3163056864,0
MaxK789,3163059387,0
Pepengas,3163059376,0
hassd973,3163063121,0
harumarion,3163063575,0
Kirito54,3163065660,0
Randipa,3163071492,0
niklasdathe,3163072840,0
bastelix,3163073215,0
evolancecommunity,3163076290,0
UnikCrypto,3163077761,0
KingOfTheAce2,3163078155,0
codexrodrigues,3163078481,0
dElCIoGio,3163079024,0
bastelix,3163081223,0
code-418dotcom,3163083199,0
wooferOS,3163086510,0
Randipa,3163086849,0
RwdRo,3163087827,0
mtrojnar,3163089570,0
leynos,3163089886,0
pooravdhingra,3163091612,0
SwartzMss,3163094866,0
Bet-Zero,3163098320,0
Morlock52,3163099573,0
Black1151,3163101786,0
aalatief1982,3163104717,0
jeelojacko,3163106987,0
Kirito54,3163110500,0
NolanEssertaize,3163112175,0
bmeyjohann,3163115300,0
Tallenholm,3163120615,0
leynos,3163121782,0
codexrodrigues,3163123233,0
caleb-var,3163124030,0
niklasdathe,3163126725,0
HomeLabTec,3163127367,0
antialias,3163129052,0
BlankMediaD,3163129370,0
hassd973,3163131471,0
sebastianwessel,3163132510,0
anoadragon453-codex,3163135170,0
jsugarelli,3163137027,0
haggisswap,3163137968,0
YusufTuran34,3163139554,0
Randipa,3163141376,0
Antaqor,3163141478,0
jordyorel,3163143901,0
dave-hillier,3163144360,0
Trugira-ctrl,3163144500,0
ClearSkyDev,3163145210,0
Tallenholm,3163147774,0
hbghlyj,3163150567,0
seutje,3163153239,0
Kuift,3163155259,0
Tallenholm,3163155479,0
Pkalliagkas1989,3163157337,0
alreva,3163160625,0
komjaur,3163160847,0
widjis,3163161963,0
Baaggii,3163164237,0
samni728,3163167916,0
goniszewski,3163170467,0
hbghlyj,3163170854,0
PenHsuanWang,3163174714,0
NolanEssertaize,3163175594,0
TJ-2,3163177480,0
PenHsuanWang,3163177485,0
MaxK789,3163186091,0
ClearSkyDev,3163186142,0
Tayler01,3163186697,0
ClearSkyDev,3163187654,0
wooferOS,3163190617,0
mymeaning-ceo,3163195251,0
Davidcba,3154474950,0
dancxjo,3154474517,0
buddhika75,3154472550,0
d0tTino,3154471221,0
Davidcba,3154470724,0
Davidcba,3154467405,0
returnvalue,3154466502,0
Davidcba,3154464826,0
whoisanku,3154464487,0
TugrulKaraaslan,3154462898,0
toonnix-github,3154462167,0
JacobBorden,3154456027,0
acrinym,3154451525,0
Softis1237,3154449641,0
samth,3154445505,0
lurenjia534,3154442957,0
jthet,3154441358,0
DanielSinclair,3154430420,0
Komzpa,3154430288,0
sudo-rpaisley,3154428473,0
TugrulKaraaslan,3154427699,0
sudo-rpaisley,3154422372,0
axyl-casc,3154421482,0
coldshalamov,3154420126,0
ajayrakde,3154419236,0
Sentexi,3154418010,0
tamnd,3154417196,0
TOlchawa,3154415700,0
jmmaloney4,3154415561,0
tamnd,3154412739,0
itangishak,3154412690,0
FatihSeida,3154411129,0
Woodyda12,3154411038,0
daveweinberg,3154410108,0
tamnd,3154409132,0
tamnd,3154404905,0
sherafyk,3154403498,0
Tutelion91,3154402914,0
Charelk2,3154402840,0
keeganpaleshi,3154402308,0
Davidcba,3154400899,0
avigershon,3154400314,0
exrienz,3154397194,0
crisweber2600,3154395850,0
splanck,3154393890,0
joeloverbeck,3154393881,0
agentdavo,3154392414,0
Charelk2,3154391945,0
myobie,3154388403,0
Azeez1,3154386586,0
Felix3322,3154384380,0
agentdavo,3154384295,0
ThallesCanela,3154384317,0
deepakmauryacs,3154380183,0
crisweber2600,3154374524,0
SebastianMaciel,3154371667,0
makingtheimpact,3154370029,0
joennlae,3154369867,0
joeloverbeck,3154368719,0
Ilie1985,3154361292,0
christianmillar31,3154361192,0
seveibar,3154360990,0
christianmillar31,3154359719,0
christianmillar31,3154359123,0
TOlchawa,3154358757,0
christianmillar31,3154358198,0
noeldvictor,3154357571,0
buddhika75,3154355597,0
facussc24,3154355128,0
agentdavo,3154354095,0
davicoo,3154350850,0
ccarella,3154350052,0
TonyDeRosia,3154350034,0
TonyDeRosia,3154347954,0
rolleynolan,3154347840,0
DylanLRPollock,3154345985,0
meistro57,3154344663,0
alibek2001,3154343025,0
davicoo,3154338867,0
Juanherrera-123,3154337883,0
oU2DADnianJ8,3154337744,0
buddhika75,3154337167,0
jasonhendrik,3154336159,0
HavenlyECO,3154336139,0
lmitch72,3154333549,0
novogrammer,3154332618,0
GoodHurtLifting,3154330205,0
joennlae,3154329961,0
RaafatAlmasalmeh21,3154327568,0
MontrealAI,3154327250,0
RaafatAlmasalmeh21,3154325955,0
TOlchawa,3154324669,0
Juanherrera-123,3154321855,0
OLGTX303,3154321146,0
SebastianMaciel,3154320917,0
Juanherrera-123,3154320451,0
raph714,3154319952,0
Black1151,3154318313,0
West-Ben,3154315081,0
Joelsoncash,3154311359,0
hori-jonathan,3205831310,0
mykcryptodev,3205861703,0
lmueller555,3205863492,0
SeyyidOS,3205894013,0
seratch,3206052085,0
tnakai11,3206141377,0
DiscordGoat,3206287406,0
uxtq-1,3206330402,0
welder60,3206338667,0
livingcodez,3206396887,0
Tenosiey,3206405060,0
Tenosiey,3206423110,0
youdean,3206497897,0
JoaoOliveira2001,3206539868,0
MSAlpaka,3206621585,0
rhdp0,3206662215,0
mrjoncastro,3206678690,0
Lassudrie,3206701728,0
arthurmarba,3206717917,0
RicardoRR29,3206735272,0
raik-klein,3206748688,0
renatoremiro,3206816908,0
Mohammed19J,3206828609,0
mtklein,3206872055,0
stuartffh,3206897317,0
cat8806,3206945828,0
rohan-k-mathur,3206960104,0
msetton5307,3206997819,0
aalatief1982,3207013303,0
ThallesCanela,3207067668,0
cat8806,3207095568,0
crflanigan,3207153945,0
loboczss,3207161608,0
loboczss,3207164243,0
Ddemon26,3231526942,0
VanDuc3724,3231529073,0
zilinwang617,3231530184,0
muratturan19,3231530764,0
bararchy,3231532940,0
ikhong0303,3231534004,0
bararchy,3231534729,0
fraven01,3231536308,0
Error-404-0000,3231540190,0
ClubBoss,3231542964,0
erick-santillan,3231544565,0
yahyabakleh12,3231544859,0
jimfok,3231544945,0
xbvkano,3231549615,0
Drakonis96,3231551206,0
yugawara,3231557576,0
AmirrezaFarnamTaheri,3231574522,0
AmirrezaFarnamTaheri,3231575312,0
ClubBoss,3231577052,0
re-fagiano,3231587769,0
bararchy,3231593113,0
loomany,3231593369,0
sdrasco,3231597738,0
mescheryakov1,3231601010,0
Drakonis96,3231601873,0
wissspik,3231603876,0
AntoBuo-Dev,3231610902,0
youdean,3231611333,0
AntoBuo-Dev,3231611431,0
AntoBuo-Dev,3231611602,0
MattHeard,3231612895,0
zxvxl,3231616357,0
IvanStarostin1984,3231617008,0
Ddemon26,3231617531,0
ClubBoss,3231617739,0
VanDuc3724,3231620473,0
sdrasco,3231621752,0
fabianhr21,3231622015,0
stebro01,3231625957,0
Franz-Josef-Danner,3231626866,0
jawad-elkharrati,3231627521,0
boguckicollection,3231631930,0
ClubBoss,3231636854,0
igorworkman,3231637724,0
Zhgong,3231639282,0
Ddemon26,3231647993,0
Schibum,3231648820,0
Drakonis96,3231650064,0
Ddemon26,3231650132,0
turdjali,3231655551,0
antondudakov,3231657468,0
loomany,3231659453,0
soudasuwa,3231659924,0
helloshowup,3231662359,0
fabianhr21,3231662640,0
CatRabbitBear,3231663317,0
fabianhr21,3231668691,0
xbvkano,3231668772,0
tinystork,3231676111,0
IvanStarostin1984,3231677221,0
maksym-arutyunyan,3231679481,0
IvanStarostin1984,3231681467,0
maksym-arutyunyan,3231692870,0
garthoff,3231693633,0
macmann,3231694505,0
xbvkano,3231701255,0
JohnnyTheGoalie,3231702271,0
lawrencerowland,3231703232,0
Ddemon26,3231703961,0
ardeman,3231704005,0
youdean,3231710000,0
bararchy,3231709993,0
mikmort,3231710616,0
deneref,3231715538,0
liplan,3231716070,0
All8yMySelf,3231719576,0
DeForestt,3231725593,0
p-rusnak,3231726900,0
Ddemon26,3231731359,0
OmarDevX,3231735281,0
jawad-elkharrati,3231738072,0
JakeLevere,3231741718,0
ClubBoss,3231744254,0
dikshita84,3231748982,0
Galogen42,3231751476,0
macmann,3231765266,0
Drakonis96,3231767916,0
kottoization,3231769202,0
Jake1902,3231770989,0
Ddemon26,3231773817,0
kemalutku,3231784012,0
AsaTyr2018,3231789546,0
ClubBoss,3231796964,0
MontrealAI,3231800094,0
alaricd,3231808549,0
jawad-elkharrati,3231809093,0
oshanpanditcommando360,3231810943,0
Kenshu-Miura,3231818431,0
dstebnev,3231819385,0
phidesigner,3137462864,0
rdwr-taly,3137459504,0
Luminus62-dot,3137456515,0
lilhabz,3137455015,0
suchokrates1,3137454308,0
st67060,3137453173,0
hubertik1,3137451639,0
naturae-syria,3137450646,0
MihaiCristianCondrea,3137447813,0
Fr3doo,3137446206,0
itsBrianCreates,3137444428,0
dmorazzini23,3137441669,0
caua-carvalho,3137440365,0
seominjoon,3137435127,0
kota-yata,3137434858,0
aphexddb,3137432111,0
vipin-verma,3137431179,0
vipin-verma,3137429096,0
merfanian,3137427760,0
AbrahamofLondon,3137426479,0
TrololoBird,3137424823,0
jlezcano4755,3137424720,0
alancosiomx,3137413935,0
seominjoon,3137410046,0
Abel-cordero,3137409731,0
ProYJ92,3137406937,0
Lasher77,3137404196,0
welovejeff,3137403468,0
reddysteady,3137393244,0
marianoparadallm,3137389847,0
wooferOS,3137384521,0
laichunpongben,3137384393,0
reddysteady,3137384326,0
jmfranck,3137367772,0
Bionded,3137363755,0
Luminus62-dot,3137362987,0
Tosaaaki,3137362813,0
dmorazzini23,3137361530,0
wesscruaia55,3137361275,0
d0tTino,3137359576,0
HazemBelal,3137354616,0
andrerpxavier,3137354568,0
d0tTino,3137352674,0
d0tTino,3137352360,0
antialias,3137351026,0
cnrosu,3137340979,0
sjetti5555,3137340151,0
TonyDeRosia,3137338918,0
Sarec21,3137338243,0
guyleonard,3137335815,0
guyleonard,3137334347,0
benjamenm03,3137333422,0
chris-alexiuk,3137331296,0
suchokrates1,3137329607,0
seominjoon,3137328023,0
jmfranck,3137323001,0
L-Ayim,3137321935,0
canning1295,3137321557,0
itsBrianCreates,3137319423,0
Zombinator85,3137314604,0
harleyfan91,3137313124,0
nikhilsath,3137311330,0
Zombinator85,3137310936,0
tanerizawa,3137309847,0
ChumburidzeGio,3137309502,0
Ulisaurio,3137302030,0
bojandevs,3137300122,0
Black1151,3137295761,0
itsAR-VR,3137295703,0
tanerizawa,3137293072,0
CrzyHAX91,3137292847,0
davidguerreromejias,3137292349,0
henceenterprise,3137291400,0
lskdream,3137290692,0
dot-gabriel-ferrer,3137289711,0
dot-gabriel-ferrer,3137289201,0
Brensley,3137289126,0
m4xw,3137289069,0
ravenoak,3137286796,0
CrzyHAX91,3137285202,0
scottfalconer,3137284214,0
amiralhafiz,3137283966,0
Brensley,3137283275,0
kinoshitayoshihiro,3137282838,0
WENOTFLY,3137281007,0
ErdagEge,3137280532,0
kinoshitayoshihiro,3137280132,0
d0tTino,3137279670,0
kinoshitayoshihiro,3137278085,0
R3D-R4V3N,3137276566,0
Krealer,3137276158,0
kinoshitayoshihiro,3137273011,0
dilshan34,3137272157,0
sudoahidalgo,3137272113,0
henceenterprise,3137271567,0
dilshan34,3137269287,0
Ayraek,3137268477,0
kinoshitayoshihiro,3137267437,0
cagecorn,3137264954,0
ccustodio99,3137263643,0
BrunoRochaBelo,3197530041,0
radhanama,3197605028,0
Kira41,3197608834,0
JoaoOliveira2001,3197616176,0
radhanama,3197650191,0
preetham7cs,3197679282,0
f1evel,3197702063,0
f1evel,3197812595,0
Stratto-Gestao,3197890046,0
danieldosantos,3197898684,0
zArgonaut,3197925225,0
BrunoRochaBelo,3197993072,0
stuartffh,3198071511,0
arthuraleite,3198493663,0
arthuraleite,3198497477,0
CODER-1972,3198808487,0
diogocorreia98,3198973459,0
stuartffh,3199061438,0
thiagojramos,3199254473,0
BrunoRochaBelo,3199413103,0
GimMarSil,3199634890,0
minega,3199694514,0
Fmahlow,3199927384,0
DanielMoraisCruz,3199931661,0
Fmahlow,3199978710,0
gustavomotamacedo,3200072713,0
diogocorreia98,3200084642,0
engPisa,3200098597,0
Bruno-Franz,3200254048,0
Bruno-Franz,3200288612,0
Samuel-adami,3200341897,0
rafaelpancione,3200466760,0
rafaelpancione,3200467957,0
Bielartur,3200485988,0
Fmahlow,3200494728,0
Wibson82,3200497086,0
Dylmoco,3200542307,0
TiaoVenanincio,3200558500,0
gabrimachado147,3200584433,0
gabrimachado147,3200633293,0
VictorSmaniotto,3200648018,0
msantos51,3200703174,0
julianolr11,3200707700,0
minega,3200709519,0
johnzerola,3200739295,0
antialias,3200746822,0
MrGr33n98,3200863336,0
leorezendemonteiro,3200906364,0
julianolr11,3200911286,0
elide-us,3217451392,0
zain-codes,3214017561,0
dazzaji,3107691570,0
xk44,3107701961,0
Elldreth,3107710565,0
miroslavkiev,3107717612,0
scottfalconer,3107727381,0
bbuchsbaum,3107729403,0
KristopherKubicki,3107733149,0
zelalemgb,3107736856,0
neomosh8,3107740857,0
Elldreth,3107741233,0
bbuchsbaum,3107755527,0
KristopherKubicki,3107757479,0
bbuchsbaum,3107759050,0
KristopherKubicki,3107769237,0
pablitxn,3107769965,0
KristopherKubicki,3107771003,0
scottfalconer,3107771446,0
KristopherKubicki,3107773186,0
MontrealAI,3107776299,0
scottfalconer,3107783334,0
edarchimbaud,3107784960,0
jwiedeman,3107790092,0
MontrealAI,3107795695,0
peter-lawrey,3107797856,0
peter-lawrey,3107798608,0
peter-lawrey,3107798809,0
peter-lawrey,3107800772,0
peter-lawrey,3107801268,0
peter-lawrey,3107801389,0
peter-lawrey,3107801435,0
xk44,3107805258,0
peter-lawrey,3107808709,0
Zombinator85,3107813631,0
edarchimbaud,3107825424,0
miroslavkiev,3107826278,0
peter-lawrey,3107827224,0
peter-lawrey,3107828012,0
peter-lawrey,3107828218,0
peter-lawrey,3107828329,0
peter-lawrey,3107828692,0
peter-lawrey,3107828758,0
bbuchsbaum,3107829460,0
peter-lawrey,3107829637,0
peter-lawrey,3107830085,0
peter-lawrey,3107831246,0
peter-lawrey,3107831321,0
richiemcilroy,3107831444,0
peter-lawrey,3107836632,0
danhill2020,3107841611,0
0xFuckTheFeds,3107844006,0
KristopherKubicki,3107844535,0
tea-earlgreyhot,3107846125,0
ricardomatos74,3107856161,0
somethingelseentirely,3107860141,0
MontrealAI,3107869354,0
vprndsg,3107870259,0
robbrooksddm,3107874602,0
xk44,3107874758,0
Zombinator85,3107881728,0
jithead,3107884178,0
Zombinator85,3107894528,0
nicarq,3107899243,0
bardyaxy,3107928885,0
Zombinator85,3107929562,0
Zombinator85,3107965695,0
itsAR-VR,3107966273,0
jecxs,3107967153,0
mphilips22,3107978942,0
muratturan19,3107983535,0
KristopherKubicki,3107983808,0
larock22,3108003409,0
sbolel,3108007134,0
KristopherKubicki,3108008442,0
march-dave,3108015596,0
Dene33,3108023171,0
deepaucksharma,3108024392,0
deepaucksharma,3108024806,0
scottfalconer,3108024869,0
deepaucksharma,3108024971,0
deepaucksharma,3108025128,0
deepaucksharma,3108025297,0
dpantele,3108025706,0
xk44,3108032289,0
KoraIntelligence,3108050870,0
scottfalconer,3108055247,0
dpantele,3108059869,0
jdnick27,3227422809,0
pabloinfracore,3227430660,0
Realverdictai,3227434555,0
helloshowup,3227454710,0
llucasandersen,3227469049,0
Rednitas10,3227479334,0
ardeman,3227484528,0
tamnd,3227487422,0
SidU,3227490208,0
muhammedemineser,3227492601,0
hiraokadaisuke,3227511354,0
jdnick27,3227512196,0
asr319,3227544929,0
micmer-git,3227558981,0
Jason-TsangGL,3227560067,0
Bahbus,3227563867,0
YuqiGuo105,3227581198,0
PradanaIN,3227586434,0
Realverdictai,3227594073,0
IvanStarostin1984,3227594633,0
tamnd,3227601096,0
web3anand,3227612823,0
IvanStarostin1984,3227624576,0
tamnd,3227641643,0
tamnd,3227660388,0
tamnd,3227662207,0
tamnd,3227665522,0
hoctusach,3227681336,0
xbvkano,3227742660,0
vlandivir,3227749790,0
AmirrezaFarnamTaheri,3227756267,0
helloshowup,3227777187,0
helloshowup,3227799262,0
helloshowup,3227814860,0
adrianwedd,3227822663,0
axyl-casc,3227844922,0
weisser-dev,3227859002,0
abhicin,3227862410,0
krishnaap,3227864012,0
zilinwang617,3227875509,0
5random,3227941795,0
popstas,3227949262,0
TaroAnzai,3227959594,0
reinethernal,3227962032,0
IvanStarostin1984,3227980137,0
ClubBoss,3227998736,0
andresedal,3228003248,0
AsaTyr2018,3228011174,0
tamnd,3228014337,0
Mahsuni-Andac,3228016547,0
helloshowup,3228016865,0
robinwojcik3,3228029041,0
xytoxyto,3228040612,0
Murmeltie,3228048884,0
helloshowup,3228060361,0
Burigames,3228061144,0
armpl14,3228064745,0
sdrasco,3228085547,0
xGuthub,3228126451,0
venkatpachala,3228139390,0
Little-God1983,3228140307,0
PR0M3TH3AN,3228168176,0
Kostrominn,3228175235,0
solresol,3228189400,0
Kostrominn,3228204070,0
freedy79,3228204381,0
Renvulf,3228231314,0
wagskydive,3228234884,0
xbvkano,3228247773,0
pierrevanrensburg12,3228250453,0
bgosalci,3228283788,0
ikanher,3228319269,0
KingOfTheAce2,3228322804,0
FrenchFive,3228330654,0
Likio3000,3228339395,0
FatihOzturk92,3228385667,0
B0ss-M,3228391631,0
sharvan9515,3228396021,0
PradanaIN,3228402221,0
IvanStarostin1984,3228426824,0
tinystork,3228444732,0
osmond,3228451737,0
onedot9191,3228461619,0
AhmedAbdEllatifMazeed,3228462288,0
freedy79,3228463737,0
fraven01,3228466506,0
Franz-Josef-Danner,3228471499,0
azmusgb,3228484442,0
nicholasgraycryptcore,3228500475,0
shanytopper,3228509680,0
sharvan9515,3228511645,0
freedy79,3228511764,0
nmoroso,3228518279,0
the-luisgaq,3228520873,0
leledumbo549,3228537512,0
novaeco,3228576066,0
osmond,3228582722,0
print3git,3228585234,0
helloshowup,3228594221,0
B0ss-M,3228607688,0
KB01111,3087907629,0
FatCat3333,3087990480,0
Mentis123,3088163159,0
crowka,3088266309,0
crowka,3088266502,0
Arnevv,3088379267,0
JoshuaRamirez,3088479760,0
bbuchsbaum,3088531446,0
bbuchsbaum,3088534172,0
4789-alpha,3088592168,0
Arnevv,3088600657,0
thumer,3088614962,0
thumer,3088619642,0
Arnevv,3088638354,0
Arnevv,3088646058,0
Arnevv,3088651501,0
Rih0z,3088657266,0
mhyatt000,3088670328,0
arunabh1904,3088696217,0
algotouch,3088799481,0
stephenszpak,3207280872,0
cjtrowbridge,3207282033,0
iofro,3207286035,0
rohan-k-mathur,3207286347,0
Nemog17,3207286967,0
ClubBoss,3207287090,0
KanterAlon,3207287343,0
llm-case-studies,3207287406,0
mondragon-developer,3207287432,0
Tsarcasm831,3207288142,0
BLON333,3207290771,0
flanzipit,3207291348,0
victorjesudason75,3207291616,0
fmonfasani,3207291721,0
noperson83,3207292373,0
RealTreasury,3207292787,0
WeslieDE,3207293002,0
flanzipit,3207293892,0
crflanigan,3207295543,0
legale,3207296871,0
mattsq,3207300543,0
BlindsidedGames,3207304113,0
ClubBoss,3207304589,0
himanshu0o7,3207304732,0
victorjesudason75,3207305304,0
RealTreasury,3207305319,0
himanshu0o7,3207306118,0
acrinym,3207308860,0
CryptvJet,3207309698,0
fahertym,3207310939,0
dmcqueen,3207311534,0
JoeHelbing,3207312805,0
RealTreasury,3207313415,0
kashbur,3207318381,0
1012327963,3207319178,0
stephenszpak,3207319201,0
reybeld94,3207323693,0
victorjesudason75,3207323915,0
legale,3207326015,0
CryptvJet,3207329795,0
RealTreasury,3207330499,0
arthexis,3207331183,0
stephenszpak,3207333849,0
antialias,3207333903,0
flatpickles,3207337844,0
jharemza,3207339221,0
arthexis,3207340302,0
LeandroSilvaLara,3207340320,0
drewwilliamsrostron,3207340987,0
supermarsx,3207341214,0
WSG23,3207341412,0
flatpickles,3207343490,0
Ladvien,3207344365,0
WeslieDE,3207345938,0
stephenszpak,3207346951,0
RealTreasury,3207347160,0
crflanigan,3207349116,0
kylesurowiec,3207349784,0
Ladvien,3207351773,0
Ladvien,3207352255,0
stephenszpak,3207354646,0
RealTreasury,3207356626,0
noperson83,3207360896,0
legale,3207361356,0
Renvulf,3207362241,0
arthexis,3207363612,0
WeslieDE,3207364556,0
reybeld94,3207365495,0
RealTreasury,3207366089,0
legale,3207366163,0
RoggerMS,3207367214,0
WeslieDE,3207367675,0
noperson83,3207368890,0
ajs2583,3207369536,0
sampledev-eng,3207372074,0
mattsq,3207374298,0
Ladvien,3207375257,0
Ladvien,3207375832,0
Ladvien,3207375851,0
Ladvien,3207376032,0
cjtrowbridge,3207377004,0
Mamdou025,3207377319,0
Ladvien,3207381689,0
noperson83,3207382167,0
inverted-capital,3207382270,0
claserre9,3207383701,0
seiya,3207383756,0
ajs2583,3207383972,0
skyde,3207384081,0
WSG23,3207384412,0
rohan-k-mathur,3207386672,0
francesco-costanzo,3207388750,0
michaellatman,3207389642,0
Renvulf,3207390255,0
Ladvien,3207390462,0
Ladvien,3207390740,0
Ladvien,3207390793,0
Ladvien,3207390891,0
Fleench,3207392416,0
brentjlaf,3207393007,0
eubertos,3131972440,0
MrHim0thy,3132017079,0
tomymaritano,3132091771,0
synapscale,3132125784,0
KomacloS,3132161780,0
LaKatTrina,3132198771,0
babajace,3132219549,0
vroad,3132372001,0
rhysgreenslade1,3132443371,0
phidesigner,3132509913,0
syed0711,3132662771,0
purpledevilai,3132692368,0
muratcangencturk,3132744789,0
KytesVI,3132951844,0
Cobykenobi,3133020775,0
Krealer,3133164023,0
ginkelsoft-development,3133292598,0
IvanStarostin1984,3133294022,0
CyanAutomation,3133470246,0
CyanAutomation,3133483844,0
arjunkh,3133486543,0
neomosh8,3133552877,0
CyanAutomation,3133647113,0
danielosman84,3133886934,0
onurodemis,3134041170,0
cicero78M,3134057811,0
guitarbeat,3134309916,0
TriangleSide,3134333951,0
Tsarcasm831,3134464751,0
dasaep,3134473076,0
vabs95,3134602277,0
abdogr44,3134609721,0
AshrafRezk,3134906873,0
coolrboolr,3135021059,0
F43M,3138384336,0
mrjoncastro,3138409802,0
Joescosame,3138419475,0
F43M,3138426594,0
phellipeandrade,3138431612,0
PMorais13,3138432760,0
phellipeandrade,3138457615,0
PMorais13,3138464923,0
